"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
16,93.173,94.0819999999999,92.354,4,1994-07-02,1994-07-05,182,7,4,4,4,0,2,0,1,90.6440000000001,0.991232876712329,0.995068493150685,0.988219178082192,64.5677131506849,77.7330588235294,"fres"
17,93.4220000000001,93.7760000000001,93.02,3,1995-07-11,1995-07-13,191,7,3,3,3,0,3,0,1,90.6440000000001,0.992191780821918,0.993698630136986,0.990821917808219,64.5677131506849,77.7330588235294,"fres"
18,93.23,94.0819999999999,92.588,3,1995-08-01,1995-08-03,212,8,3,3,3,0,2,0,0,90.6440000000001,0.991369863013699,0.995068493150685,0.989315068493151,64.5677131506849,77.7330588235294,"fres"
19,96.3049999999999,96.71,95.8999999999999,2,1996-07-26,1996-07-27,207,7,2,2,2,2,2,2,1,90.6440000000001,0.999315068493151,0.99972602739726,0.999178082191781,64.5677131506849,77.7330588235294,"fres"
20,93.173,94.8560000000001,91.58,4,1996-08-17,1996-08-20,229,8,4,4,4,0,3,1,0,90.6440000000001,0.991232876712329,0.996986301369863,0.985068493150685,64.5677131506849,77.7330588235294,"fres"
21,92.8039999999999,94.604,90.8239999999999,4,1997-06-13,1997-06-16,163,6,4,4,4,0,2,2,1,90.6440000000001,0.99,0.996438356164384,0.981369863013699,64.5677131506849,77.7330588235294,"fres"
22,93.425,94.892,92.012,4,1997-07-16,1997-07-19,196,7,4,4,4,0,3,1,0,90.6440000000001,0.992191780821918,0.997260273972603,0.987397260273973,64.5677131506849,77.7330588235294,"fres"
23,92.588,94.172,90.788,5,1997-08-02,1997-08-06,213,8,5,5,5,0,2,1,0,90.6440000000001,0.989178082191781,0.995205479452055,0.981232876712329,64.5677131506849,77.7330588235294,"fres"
24,93.227,95.036,91.886,4,1997-08-16,1997-08-19,227,8,4,4,4,1,2,1,0,90.6440000000001,0.991369863013699,0.997534246575343,0.986712328767123,64.5677131506849,77.7330588235294,"fres"
25,92.381,93.146,91.6159999999999,2,1998-07-21,1998-07-22,201,7,2,2,2,0,1,0,1,90.6440000000001,0.988630136986301,0.991232876712329,0.985479452054794,64.5677131506849,77.7330588235294,"fres"
