"V400","V401","V402"
297.2,298.15,297.67
300.55,299.74,297.79
300.58,300.15,298.16
300.31,299.67,298.13
301.99,300.67,298.56
298.5,299.46,298.32
298.93,299.9,298.16
297.78,299.56,298.38
297.96,299.71,298.61
299.06,299.56,298.79
299.36,300.63,298.96
300.39,300.76,298.83
300.59,301.32,299.15
301.55,301.35,299.08
300.42,301.1,298.84
300.05,300.26,298.64
302.1,300.63,298.83
303.67,300.81,298.74
306.27,301.41,298.58
305.11,301.42,298.67
306.49,302.16,299.03
309.06,303.69,299.67
306.43,304.34,300.2
302.13,302.3,300.24
301.71,301.77,300.3
306.16,302.82,300.47
299.55,301.12,300.42
299.24,301.2,300.48
300.85,302.01,300.13
297.38,299.33,298.87
296.51,298.42,298.42
294.54,297.86,298.35
295.41,298.18,298.52
295.48,298.12,298.59
295.48,298.11,298.65
292.46,297.03,298.56
293.3,296.86,298.19
296.46,297.92,297.94
299.96,299.83,298.13
303.09,301.16,298.39
307.69,302.39,298.59
306.6,301.53,298.56
306.24,300.96,298.24
307.26,301.89,298.42
306.72,303.25,299.23
301.51,300.46,299.05
298.88,299.74,299.23
294.92,298.19,299.08
297.24,298.67,299.21
303.75,300.86,299.15
300.77,300.65,299.06
295.68,297.74,298.53
293.32,297.11,298.53
294.27,297.32,298.55
296.1,298.44,298.62
299.08,299.29,298.76
300.31,299.44,298.87
297.7,299.7,298.9
298.04,299.43,298.96
298.04,299.29,298.99
297.96,298.84,298.97
299.23,299.03,299.02
300.45,299.53,299.19
301.32,299.96,299.49
302.95,300.46,299.69
299.44,300.81,300.05
293.95,298.12,299.61
292,297.43,299.49
291.12,296.96,299.32
291.59,297.22,298.87
293.18,296.7,298.38
294.83,296.74,297.63
288.75,295.07,297.09
285.25,293.15,296.46
289.57,293.83,296.61
295.5,296.78,296.81
294.25,295.52,296.47
292.77,294.79,295.87
297.49,296.37,296.09
302.05,298.79,296.36
301.77,299.73,296.63
295.39,297.39,296.31
288.11,293.94,295.57
286.85,292.51,295.3
289.89,293.53,295.28
296.45,296.22,295.58
299.22,297.36,295.83
296.76,297.09,295.76
291.81,294.53,295.41
292.33,294.44,295.44
293,294.14,295.27
295.54,295.56,295.37
291.73,294.45,295.26
288.95,293.54,295.2
292.99,294.35,295.21
295.53,295.53,295.16
296.78,295.6,295.15
299.37,297.4,295.59
300.78,298.03,295.91
299.24,296.76,295.57
295.68,296.66,295.79
292.98,295.28,295.82
291.07,295.47,295.99
280.34,291.34,295.48
278.67,290.06,295.06
278.56,290.39,294.82
279.7,290.3,294.4
280.52,290.26,293.9
281.69,290.11,293.68
282.49,290.85,293.56
282.35,290.49,293.52
280.14,289.21,293.1
288.63,291.76,293.49
285.89,291.15,293.28
282.27,288.72,292.65
287.42,290.73,292.78
289.94,292.26,293.04
289.5,292.8,293.26
279.73,288.27,292.51
279.03,287.6,292.11
288.2,290.95,292.56
287.38,292.07,292.97
281.21,288.84,292.22
276.04,286.22,291.55
278.83,287.18,291.6
286.38,290.57,292.08
285.36,290.65,292.11
278.35,287.37,291.38
276.37,286.19,290.97
276.67,286.63,290.93
278.16,286.69,290.86
276.63,286.57,290.85
278.46,287.3,290.89
284.28,289.98,291.36
280.73,287.63,290.77
283.86,289.13,291.11
280.95,288,290.74
287.29,289.74,290.85
279.36,287.08,290.4
275.69,285.45,289.95
287.77,290.21,290.76
281.05,288.28,290.59
274.74,284.71,289.62
273.68,284.13,289.47
279.63,286.79,289.99
279.84,286.46,289.82
284.25,287.76,289.91
289.05,290.58,290.54
288.31,290,290.41
291.2,290.72,290.4
292.03,291.22,290.57
284.79,288.88,290.35
286.3,288.24,289.98
288.52,290.2,290.5
286.39,288.39,289.94
287.33,288.83,290.08
282.27,288.4,290.23
278.37,287.12,290.07
274.79,284.2,289.07
274.3,283.94,288.95
276.24,284.48,288.93
279.8,287.22,289.63
273.58,284.36,288.99
270.92,282.22,288.28
269.07,281.47,287.98
267.52,281.27,287.81
266.97,281,287.72
271.88,282.41,287.91
275.37,284.29,288.19
274.18,283.98,288.04
270.89,282.21,287.49
276.61,285.94,288.37
274.73,283.69,287.75
280.82,286.71,288.38
279.08,285.39,288.02
284.31,287.46,288.39
273.27,282.46,287.33
277.82,283.69,287.34
279.21,285.06,287.82
276.4,284.56,287.61
280.84,285.59,287.74
274.58,283.15,287.29
276.4,283.9,287.41
272.04,281.37,286.66
273.71,282.11,286.78
275.07,283.22,286.81
283.41,286.43,287.49
281.83,286.03,287.44
275.06,282.83,286.7
271.89,281.13,286.2
277.19,283.2,286.44
272.24,281.09,286.04
265.17,278.39,285.47
265.76,278.99,285.55
273.66,283.49,286.63
264.8,278.62,285.33
271.12,280.3,285.38
275.07,282,285.78
276.35,282.38,285.84
278.8,283.69,285.79
280.02,284.38,285.97
280.8,284.63,285.86
284.18,286.15,286.27
280.56,285.18,286.28
278.13,284,286.02
276.61,282.77,285.6
281.76,284.36,285.7
281.19,285.09,286.2
271.49,280.31,284.95
271.78,280.68,285.03
276.57,283.22,285.6
278.82,284,285.69
278.6,283.65,285.46
275.64,282.93,285.48
274.45,282.18,285.33
277.93,283.61,285.43
279.6,283.69,285.41
276.82,282.58,285.27
273.18,281.13,284.87
274.64,282.29,285.17
276.63,283.01,285.31
275.72,282.53,285.12
273.97,281.04,284.64
276.56,282.5,284.97
280.33,284.49,285.42
282.34,285.13,285.48
281.8,284.63,285.4
279.34,283.3,285.08
278.76,283.2,285.16
276.65,282.7,284.98
281.47,284.94,285.42
280.36,285.41,285.78
271.21,280.03,284.31
276.19,282.66,285.01
278.92,283.96,285.34
276.41,282.24,284.8
289.18,287.7,285.91
286.48,287.94,286.29
275.02,283.4,285.54
270.2,280.08,284.67
271.18,280.57,284.67
271.55,280.63,284.67
271.36,280.31,284.46
282.85,284.67,285.4
290.15,288.4,286.17
284.71,287.27,286.05
277.18,283.41,285.24
279.42,284.37,285.45
282.84,285.48,285.58
283.04,286.86,286.11
275.97,282.75,284.99
278.38,283.25,285.23
283.59,286.28,285.94
286.85,287.51,286.11
282.32,285.6,285.86
279.85,285.06,285.72
277.94,283.42,285.34
279.8,284.33,285.5
275.03,282.51,285.14
279.91,284.36,285.36
283.62,286.39,285.84
279.88,283.82,285.25
281.16,285.26,285.59
285.95,288.89,286.65
282.11,285.52,285.89
282.17,285.54,285.73
285.31,285.81,285.83
286.63,287.23,286.07
284.6,286.87,286.19
285.57,287.24,286.28
287.92,288.34,286.73
282.87,286.63,286.42
278.98,284.79,285.97
281.22,285.65,286.05
284.52,286.8,286.22
289.57,288.6,286.46
284.43,287.86,286.59
279.91,284.91,285.95
285.69,286.94,286.33
287.66,288.13,286.65
283.33,287.06,286.58
281.15,285.4,286.29
282.02,285.6,286.29
281.53,285.96,286.32
284.84,287.07,286.5
285.05,287.28,286.76
283.41,285.97,286.2
284.21,286.62,286.31
291.34,289.45,286.91
291.37,290.32,287.22
288.95,290.12,287.55
285.84,288,287.32
285.53,287.77,287.59
287.58,288.99,287.75
290.13,289.38,287.51
294.14,291.23,287.8
298.44,293.52,288.69
299.88,294.1,289.17
294.85,291.73,289.05
287.89,289.72,289.01
287.47,289.21,288.98
288.04,289.74,289.16
288.73,289.74,289.04
293.39,291.28,289.15
289.49,290.37,289.4
288.26,289.43,289.21
287.27,289.98,289.34
291.12,290.96,289.57
290.18,291.23,289.81
290.99,290.8,289.78
291,291.95,290.14
285.47,289.13,289.62
288.99,289.55,289.8
294.17,292.29,290.29
290.86,291.13,290.15
285.33,288.87,289.83
283.35,289.22,289.99
284.05,288.92,289.92
285.57,289.71,290.11
288.85,290.52,290.33
290.81,291.98,290.42
288.67,290.67,290.22
290.49,291.65,290.59
293.27,292.52,291.04
295.92,293.35,291.27
298.69,294.49,291.55
296.87,294.56,292.15
295.83,294.28,292.4
292.33,293.2,292.41
289.78,292.42,292.64
289.6,292.33,292.76
290.94,292.77,292.62
294.76,293.41,292.36
296.77,294.85,292.69
293.56,293.9,292.54
293.85,293.69,292.66
294.56,294.19,292.8
299.03,295.87,293.26
304.17,298.55,294.05
302.14,298.47,294.46
299.69,297.24,294.39
293.81,295.15,293.98
290.93,294.36,294.05
288.31,293.76,294.21
288.77,293.29,294.07
289.19,292.99,293.95
290.86,294.01,294
289.78,293.1,293.67
292.33,294.04,293.71
299.43,297.25,294.29
300.15,297.66,294.52
299.55,296.72,294.36
299.43,297.05,294.64
301.87,298.43,295.34
299.46,297.62,295.46
303.06,298.47,295.74
305.4,300.79,296.57
302.49,299.89,296.73
302.25,299.61,296.81
298.23,298.1,296.56
298.19,297.55,296.4
297.61,297.27,296.45
298.01,297.48,296.51
302.62,299.52,296.44
299.11,298.1,296.22
306.29,299.56,296.31
305.32,300.23,296.85
305.1,300.32,297.01
304.1,300.58,297.32
302.69,299.87,297.52
301.56,299.73,297.78
303.26,299.89,298.07
305.16,299.88,298.31
312.45,304.23,299.09
307.12,303.36,299.59
302.51,301.2,298.89
302.05,301.02,298.89
302.74,301.66,299.32
305.02,302.73,299.66
302.55,302.15,299.86
299.97,301.41,300.12
299.28,301.18,300.15
300.4,301.03,300
303.23,302.57,299.86
301.39,302.53,299.84
302.49,302.36,299.7
302.34,302.32,299.78
301.41,301.73,299.73
300.22,301.31,299.64
301.28,301.69,299.66
300.76,301.6,299.59
298.55,300.78,299.43
299.44,300.5,299.24
300.02,300.34,299.27
303.31,302.83,299.88
298.62,300.38,299.66
298.17,300.08,299.47
298.39,299.97,299.34
299.16,300.35,299.54
301.02,300.9,299.82
301.02,301.02,300.1
302.18,301.42,300.29
300.88,301.3,300.38
300.91,301.41,300.57
300.15,301.38,300.73
300.6,301.15,300.71
303.79,302.23,300.84
302.24,301.83,300.78
301.97,301.37,300.65
300.46,301.84,300.9
296.43,300.39,300.9
293.94,299.27,300.56
296.79,299.4,300.36
301.63,301.29,299.96
306.08,301.9,299.51
303.18,302.12,299.58
297.8,299.73,299.45
293.24,297.74,299.02
292.57,296.8,298.82
297.15,298.95,298.98
299.19,300.25,298.89
297.83,299.54,298.66
298.99,299.25,298.39
301.22,300.14,298.72
301.51,300.31,299.04
301.97,300.76,299.25
306.59,302.66,299.75
308.4,303.82,300.08
303.96,301.28,299.73
303.56,300.68,299.52
306.66,302.11,299.61
308.34,303.75,299.88
308.05,303.83,300.16
306.66,303.3,300.42
303.59,303.17,300.61
296.07,301.46,300.59
291.68,298.71,300.18
290.61,298.26,299.83
293.11,298.99,299.68
293.22,298.21,299.26
294.21,297.05,298.75
292.91,296.01,298.21
294.4,296.77,297.68
296.92,297.01,297.42
298.18,297.21,297.37
300.48,298.99,297.58
289.6,296,297.46
285.95,293.66,296.89
285.94,293.53,296.9
288.47,294.95,296.92
290.93,294.76,296.48
289.83,294.21,295.94
291.19,294.64,295.9
293.04,296.93,296.18
294.62,296.45,296.12
294.75,296.47,296.12
295,296.32,296.12
296.19,296.75,296.2
296.71,296.73,296.12
295.12,296.26,296.05
295.94,296.64,296.17
289.99,295.39,296.29
286.58,293.71,295.87
288.46,294.11,295.94
290.18,294.45,295.75
288.11,293.32,295.28
289.15,293.95,295.34
288.38,293.71,295.2
290.58,293.46,294.81
290.79,294.85,295.25
289.81,293.2,294.76
292.54,294.14,294.77
290.67,294.27,295.03
285.73,291.74,294.45
288.5,292.78,294.52
286.97,292.61,294.48
279.46,289.15,293.72
277.8,288.69,293.56
285.37,291.55,293.95
287.11,293.02,294.19
284.48,290.82,293.53
282.8,290.15,293.26
284.14,290.79,293.22
286.42,291.4,293.14
289.04,292.19,293.29
291.84,292.85,293.44
284.81,291.52,293.4
281.83,290.27,293.18
291.46,293.68,293.72
285.46,292.5,293.74
280.1,289.97,293.16
280.14,289.91,293.33
278.68,288.43,292.86
275.65,286.99,292.33
277.37,287.17,292.23
279.98,288.38,292.43
280.54,288.61,292.36
280.63,289.05,292.32
287.38,291.89,292.83
284.43,291.32,292.7
277.26,287.13,291.69
277.54,287.25,291.64
277.31,287.77,291.93
274.6,285.48,291.07
272.97,284.73,290.76
273.28,284.6,290.68
277.47,286.49,290.86
276.48,286.47,290.73
279.39,288.77,291.27
275.54,285.7,290.52
274.72,284.96,290.14
275.99,285.3,290.17
280.52,287.41,290.56
278.71,286.48,290.24
278.59,286.37,290.06
273.88,284.22,289.51
275.48,284.7,289.58
278.74,286.6,290.01
274.61,284.33,289.47
272.55,282.54,288.72
274.41,283.3,288.81
273.62,283.01,288.53
273.43,282.88,288.35
277.36,284.16,288.37
277.69,284.59,288.44
279.89,286.12,288.82
274.12,283.34,288.13
271.54,281.82,287.6
271.33,281.53,287.39
274.21,283.03,287.72
277.53,284.48,287.93
279.43,285.19,287.91
277.21,284.41,287.72
274.42,282.99,287.29
273.01,282.47,287.13
277.05,283.99,287.42
270.02,280.49,286.5
270.82,280.97,286.56
277.03,284.32,287.24
279.11,284.21,286.97
279.44,284.64,287.08
280.42,285.28,287.18
274.55,282.31,286.48
273.15,281.82,286.37
274.29,282.57,286.5
277.36,283.34,286.44
288.22,287.6,287.21
290.77,289.38,287.61
278.85,284.64,286.82
275.39,282.52,286.28
274.65,282.19,286.27
275.69,282.05,286.29
275.55,282.3,286.11
276.94,283.14,286.33
279.17,283.87,286.38
276.13,282.73,286.1
277.8,282.89,285.92
283.98,285.94,286.76
290.68,288.67,287.19
281.81,286.35,286.96
271.79,281.56,286.02
270.99,280.35,285.52
271.97,280.68,285.55
273.97,281.7,285.7
281.99,285.89,286.55
279.88,284.3,286.23
282.04,285.18,286.3
282.01,284.55,286.2
282.92,284.41,286
286.69,286.05,286.16
288.46,287.73,286.75
281.4,284.85,286.24
280.37,283.62,285.83
281.38,284.84,286.28
276.32,282.43,285.59
277.57,282.97,285.7
266.96,278.39,284.97
266.86,278.21,284.63
270.85,279.74,284.83
273.55,281.13,285
274.8,281.76,285.24
273.53,281.72,285.22
269.77,279.49,284.5
273.55,281.07,284.93
269.83,279.69,284.42
271.91,280.36,284.5
273.83,282.18,285.16
271.44,280.42,284.67
263.48,277.54,284.19
264.57,277.87,284.2
270.15,279.63,284.17
273.05,280.73,284.25
273.56,280.76,284.05
273.54,280.6,283.93
277.36,282.53,284.17
276.12,282.17,284.27
274.58,280.78,283.83
274.92,280.36,283.82
274.59,280.85,283.93
274.68,281.73,284.15
275.92,282.03,284.11
276.75,282.62,284.41
274.03,280.96,283.95
277.04,281.53,283.87
283.89,285.24,284.85
284.72,286.11,285.1
278.91,284.14,284.85
274.25,281.07,284.13
275.3,281.71,284.25
275.65,281.65,284.25
272.02,280.28,284
273.67,280.88,284
274.77,282.15,284.52
272.71,280.54,283.99
273.26,280.47,283.76
280.77,283.19,284.14
287.22,286.76,285.08
289.13,286.5,284.86
289.89,288.05,285.38
279.19,284.19,285.01
280.26,283.66,284.62
282.43,285.24,285.01
280.34,283.85,284.77
283.17,284.42,284.85
283.88,285.49,285.25
282.42,284.08,284.91
288.74,286.26,285.2
291.67,288.71,286.02
285.14,285.59,285.4
279.05,283.95,285.27
279.02,284.64,285.56
279.44,283.69,285.19
280.99,284.29,284.96
279.87,284.2,285.09
280.58,284.1,284.95
279.96,283.96,284.96
283.51,285.22,285.19
287.3,286.61,285.56
290.44,288.64,286.04
291.92,289.21,286.25
290.35,289.14,286.4
281.52,286.41,286.21
273.8,282.57,285.59
275.97,282.98,285.52
275.02,283.03,285.59
276.06,282.59,285.1
278.09,283.37,285.22
282.2,284.57,285.52
288.78,287.85,286.13
283.87,287.35,286.31
281.14,285.16,285.93
283.95,286.22,286.15
286.4,287.26,286.57
288.45,288.5,286.91
285.49,286.89,286.78
287.36,287.02,286.61
288.35,288.78,287.25
286.5,287.67,287.22
289.97,288.62,287.38
293.59,291.37,287.93
286.85,288.53,287.6
288.35,287.95,287.33
290.51,290.08,288.08
288.86,289.21,288.19
283.96,287.59,288.01
283.64,287.44,288.08
282.17,287.25,288.17
283.16,287.22,288.07
287.33,288.09,288.02
290.4,290.25,288.35
291.13,290.43,288.51
287.29,288.72,288.26
287.37,288.55,288.39
293.3,290.71,288.78
292.79,292.3,289.39
288.7,290.81,289.18
288.81,289.57,288.82
288.2,289.49,289.23
292.09,291.57,289.52
292.26,291.26,289.56
297,293.47,290.04
301.11,295.04,290.55
298.73,295.04,291.02
291.46,292.17,290.91
290.22,291.35,290.8
300.55,294.67,291.38
296.72,295.17,291.81
294.14,293.27,291.52
295.28,295.04,291.95
293.17,293.81,292
292.94,293.56,292.19
292.95,293.52,292.24
297.91,295.06,292.51
297.3,295.48,293.01
300.38,296.81,293.31
302.51,297.95,293.93
305.29,299.85,294.56
302.5,299.43,294.89
295.98,296.66,294.75
289.72,294.33,294.5
288.41,293.48,293.92
292.96,294.45,293.56
296.43,296.51,293.85
298.71,296.55,293.7
297.31,296.06,293.77
292,294.31,293.78
296.12,294.52,293.92
304.17,297.66,294.18
304.64,298.43,294.72
303.65,298.3,294.73
306.84,299.35,294.74
309.91,302.35,295.7
303.44,299.63,296
300.23,297.91,295.86
302.39,298.33,296.03
306.61,299.85,296.35
311.76,303.14,297.25
314.35,305.14,297.88
306.53,303.08,298
298.95,299.42,297.18
298.65,298.36,296.91
310.87,303.76,297.34
313.63,304.75,297.34
311.58,304.57,297.69
305.9,302.79,297.71
303.64,300.84,297.68
303.59,301.31,297.93
305.72,302.24,298.31
302.07,300.57,298.27
302.65,300.81,298.56
304.16,301.27,298.88
305.95,302.32,298.97
303.86,302.63,299.38
301.08,301.73,299.58
302.15,301.34,299.66
302.57,301.72,299.86
305.14,300.82,298.97
302.3,301.1,298.53
302.66,300.01,298.24
303.35,301.74,298.71
298.96,299.6,298.77
301.25,300.01,298.69
302.82,301.58,298.96
302.4,300.87,299.14
301.08,300.55,298.82
305.11,301.62,298.81
307.65,302.24,298.9
304.51,302.19,299.16
300.96,300.27,298.99
300.75,299.7,298.74
299.65,299.89,298.43
296.84,298.57,298
300.32,298.93,297.86
300.51,299.79,298.05
302.25,300.07,298.08
305.73,301.67,298.47
305.41,302.84,299.01
302.08,301.43,299.08
302.03,301.05,299.12
300.65,301.1,299.31
302.92,301.53,299.49
305.39,302.69,299.61
300.6,301.11,299.58
298.96,299.74,299.44
298.13,299.87,299.68
297.85,299.64,299.52
298.87,299.58,299.15
302.63,300.28,299.01
302.17,300.47,299.06
304.06,300.71,299.01
304.67,301.38,298.94
299.99,299.85,298.61
295.35,297.97,298.38
293.63,297.85,298.53
296.39,298.87,298.7
298.33,298.98,298.41
300.35,299.17,298.26
303.9,301.37,298.76
300.98,300.71,299.03
297.24,298.58,298.7
297.62,298.52,298.52
302.31,298.52,298.15
302.91,300.71,298.54
299.45,298.9,298.32
297.72,298.68,298.34
302.05,300.84,298.83
293.11,297.79,298.59
290.2,296.32,298.18
288.75,296.15,298.09
296.56,298.07,298.25
299.48,299.29,298.28
298.46,298.35,297.86
298.23,297.74,297.76
298.74,297.73,297.87
299.86,299.11,298.05
301.88,300.56,298.38
300.43,300.36,298.51
300.81,300,298.6
302.81,301.57,299.06
303.66,302.16,299.4
304.16,302.1,299.59
304.79,301.63,299.44
303.14,301.22,299.51
301.41,300.29,299.52
301.19,301.19,299.61
300.82,300.59,299.38
302.83,301.26,299.41
307.24,302.39,299.47
307.89,303.03,299.83
303.63,300.55,299.35
308.04,302.45,299.87
309.3,304.57,300.54
304.42,302.13,300.14
298.32,298.79,299.23
304.92,301.57,299.68
300.11,299.75,299.34
295.03,297.92,298.63
293.89,297.45,298.55
292.55,296.88,298.14
287.78,294.78,297.45
291.57,294.72,297.2
297.13,298.19,297.56
295.65,296.25,296.67
298.35,296.67,296.31
299.94,298.09,296.58
297.48,298.48,297.03
288.26,293.88,296.05
286.67,293.03,295.98
284.94,292.22,295.6
282.4,291.78,295.19
285.09,292.55,295.03
292.54,295.19,295.26
290.26,294.72,295.18
288.02,292.95,294.61
284.57,292.12,294.38
282.82,291.07,293.96
283.02,290.98,293.84
287.19,292.65,293.86
287.03,293.05,294.12
284.53,291.48,293.72
287.29,292.06,293.67
293.62,295.32,294.37
288.23,293.57,294.11
287.41,292.95,293.99
280.4,290.05,293.58
278.38,288.73,293.03
276.44,288.09,292.84
281.11,290.73,293.39
280.57,290.1,293.27
282.37,289.85,292.95
281.31,290.63,293.22
277.75,287.85,292.23
284.96,290.45,292.63
284.58,291.29,292.92
281.41,289.5,292.5
279.22,288.21,292
285.24,290.86,292.52
280.02,288.18,291.81
278.67,287.21,291.39
276.71,286.47,291.29
278.96,287.3,291.19
281.29,289.18,291.87
277.76,287.38,291.27
280.48,287.98,291.22
289.08,291.22,291.82
294.51,293.47,292.15
278.77,287.46,291.09
273.67,284.73,290.43
273.62,284.85,290.36
284.82,289.4,291.08
287.09,291.08,291.49
275.61,285.8,290.34
271.56,283.54,289.71
272.45,283.79,290.07
273.57,284.27,289.73
272.58,283.89,289.54
272.63,284.01,289.5
273.65,284.58,289.67
270.55,282.51,289.01
270.82,282.34,288.73
274.5,283.8,289.06
274.36,284.77,289.12
273.22,283.14,288.43
271.51,282.66,288.32
272.07,282.81,288.19
273.99,283.95,288.6
273.38,283.52,288.41
274.91,283.77,288.3
276.38,284.67,288.57
273.84,283.03,287.94
272.8,282.5,287.79
275.76,284.69,288.19
278.69,285.87,288.53
276.87,284.58,288.18
277.24,284.73,288.08
281.24,286.28,288.4
285.4,288.12,288.76
284.42,287.38,288.48
277.88,285.03,288.16
275.59,283.48,287.59
278.96,285.17,288.04
283.72,287.18,288.35
282.83,287.4,288.47
271.08,281.43,287.03
269.92,280.88,286.8
273.07,282.54,287.25
273.27,282.39,287.09
270.33,280.67,286.64
270.15,280.37,286.22
275.85,284.12,286.99
272.15,281.81,286.55
273.54,282.57,286.55
267.65,279.63,285.8
270,280.58,285.89
265.41,278.48,285.33
270.78,280.28,285.52
263.77,278.02,285.15
266.68,278.63,285.08
272.56,280.93,285.49
266.34,278.55,284.86
262.49,276.58,284.25
262.8,276.7,284.26
271.95,280.1,284.72
273.93,281.3,285.07
271.97,280.11,284.69
265.44,277.44,284.01
262.9,276.66,283.8
267.54,278.15,283.96
271.48,279.85,284.2
268.15,279.05,284.16
264.2,275.88,283.07
264.55,276.75,283.27
263.82,277.35,283.36
269.77,279.96,283.85
269.1,279.38,283.8
271.41,279.79,283.68
272.46,281.22,284.27
265.38,278.45,283.72
261.04,275.29,282.62
266.85,277.94,282.99
277.93,284.23,284.5
278.76,284.55,284.62
272.38,281,283.87
275.31,281.1,283.66
282.72,284.62,284.49
283.61,284.2,284.18
288.86,286.82,284.79
283.38,285.58,284.68
273.79,281.45,284.1
275.23,280.89,283.66
281.92,284.85,284.57
281.88,285.26,284.71
270.76,278.89,283.18
276.23,281.06,283.6
282.74,284.5,284.39
275.29,281.69,283.97
267.83,277.16,282.63
272.32,278.94,283.09
277.01,282.38,284.04
269.74,279.13,283.4
269.63,278.5,282.88
273.82,279.8,283.24
277.2,281.16,283.51
282.29,283.99,283.92
284.76,285.13,284.26
278.57,282.22,283.62
277.43,281.69,283.47
280.84,283.36,283.86
285.68,285.46,284.34
283.82,284.78,284.22
287.56,285.63,284.32
277.03,282.78,284.14
269.99,279.19,283.42
271.76,279.53,283.25
274.45,280.87,283.63
279.16,283.44,284.12
275.37,281.2,283.55
277.96,282.16,283.69
277.85,282.21,283.63
286.1,285.6,284.25
278.9,283.9,284.24
274.36,280.75,283.39
278.94,283.47,284.06
276.13,282.15,283.75
278.93,283.45,284.06
277.18,282.51,283.89
275.06,282.22,283.86
280.04,284.56,284.49
276.17,282.43,283.93
274.9,282.36,283.99
271.36,279.97,283.35
270.51,279.43,283.12
272.72,280.53,283.39
275.95,283.15,284.06
273.35,281.24,283.5
276.16,282.4,283.68
281.86,285.89,284.61
276.3,281.92,283.49
279.18,283.15,283.74
272.3,280.6,283.29
272.45,280.11,283.01
278.82,283.42,283.86
283.75,285.33,284.22
280.16,283.59,283.84
278.72,282.99,283.86
284.99,286.22,284.67
286.17,288.14,285.2
277.36,283.27,284.18
277.28,283.32,284.24
279.03,283.48,284.22
278.02,283.57,284.2
285.19,285.34,284.4
285.63,286,284.66
283.89,285.43,284.71
281.48,284.75,284.69
282.16,284.95,284.73
285.08,286.37,285.15
285.45,287.08,285.5
287.88,287.81,285.68
288.76,288.77,286.01
284.04,286.73,285.79
283.6,285.52,285.7
287.81,287.96,285.95
291.37,289.51,286.6
291.32,290.6,287.22
281.49,288.06,287.16
277.76,284.7,286.46
282.87,287.06,286.8
289.7,289.62,287.2
279.46,285.7,286.55
279.75,284.83,286.06
282.98,287.09,286.8
288.56,289.23,287.28
292.49,290.39,287.54
292.13,290.56,287.82
289.88,289.56,287.82
291.54,290.14,288.08
287.55,289.35,287.99
285.83,288.02,287.72
285.43,287.92,287.71
289.09,287.96,287.55
294.52,290.37,287.76
301.46,293.87,288.89
299.38,294.19,289.11
294.75,291.78,288.7
292.01,290.31,288.75
292.69,290.41,288.84
296.18,291.41,288.92
300.37,295.27,289.84
297.8,294.87,290.13
295.95,293.8,290.4
298.39,293.96,290.69
299.24,294.92,291.21
300.28,295.22,291.79
302.49,296.64,292.32
301.45,297.38,292.85
299.69,297.24,293.21
300.39,297.65,293.61
292.66,295.22,293.6
290.48,294.08,293.56
293.39,294.38,293.58
294.78,296.13,293.54
297.78,295.97,293.21
301.3,297.39,293.55
304.75,298.59,293.96
308.39,300.53,294.62
309.04,302.58,295.58
307.51,302.13,295.92
303.19,298.98,295.75
302.65,298.92,295.88
308.26,301.99,296.54
300.74,300.42,296.73
295.76,297.63,296.42
295.14,297.33,296.09
296.43,297.41,295.61
301.66,298.32,295.36
299.01,297.72,295.51
296.9,296.97,295.27
300.1,297.03,295.23
309.5,300.04,295.63
306.6,301.08,296.25
301.22,298.42,296.03
304.23,299.38,296.38
303.42,299.32,296.42
301.5,298.82,296.4
302.02,298.86,296.54
303.68,299.02,296.79
302.27,299.25,297.22
302.69,299.77,297.46
303.79,299.85,297.37
303.81,300.16,297.41
301.37,299.62,297.21
302.19,299.71,297.41
305.68,301.18,297.87
305.19,301.47,298.25
306.55,301.89,298.54
311.16,303.55,299.01
309.62,304,299.28
303.45,301.18,299.07
301.8,300.54,298.89
303.23,301.08,298.69
302.16,300.73,298.68
301.26,300.47,298.89
298.44,299.5,299.04
301.06,300.74,299.29
299.69,300.34,299.38
300.28,300.47,299.16
302.22,300.16,299.03
304.8,301.05,299.14
303.32,301.49,299.56
300.02,299.9,299.12
301.91,300.09,298.64
299.52,299.71,298.62
301.14,300.54,298.82
306.38,302.49,299.37
305.09,303,299.67
299.67,300.43,299.18
304.17,302.56,299.73
305.11,303.89,300.09
300.27,301.12,299.78
302.03,301.49,299.84
300.45,302.31,299.99
302.37,301.55,299.84
305.8,304.2,300.51
300.39,301.12,300.29
300.32,301.24,300.31
294.58,299.96,299.97
295.56,299.97,299.63
295.76,299.06,299.1
299.18,299.96,299.12
300.2,300.62,298.96
302,300.71,298.98
300.98,300.88,299.34
301.89,300.94,299.31
306.39,302.86,299.67
299.91,301.17,299.82
299.77,300.63,299.79
298.47,301.15,300.03
292.95,298.5,299.76
292.77,298.76,299.83
293.79,299.03,299.65
297.67,299.92,299.46
292.45,297.68,298.86
294.11,297.17,298.5
294.98,298.34,298.52
297.42,299.3,298.45
293.25,297.63,298.3
289.66,295.9,297.86
290.9,295.77,297.73
298.34,299.28,298.35
301.12,299.84,298.14
303.97,300.6,298.11
302.55,300.66,298.24
297.47,298.11,297.93
297.87,298.27,298.12
299.79,299.08,298.38
304.17,301.03,298.75
303.34,301.44,298.77
304.76,301.78,299.02
305.09,302.61,299.4
304.45,302.59,299.64
300.91,301.69,299.81
300.73,300.71,299.73
301.9,300.94,299.63
302.98,302.27,300.14
303.68,302.33,300.38
304.16,302.78,300.56
304.7,302.62,300.68
305.02,302.41,300.72
302.84,302.05,300.69
301.57,301.02,300.56
