"V400","V401","V402"
292.48,290.92,288.43
291.05,290.32,288.63
288.15,290.33,288.97
287.69,289.65,289.04
288.75,290.62,289.24
292.39,291.51,289.45
292.86,291.73,289.56
291.72,291.6,289.73
293.1,291.98,290.1
291.79,292.29,290.38
292.22,292.44,290.56
289.49,291.53,290.57
285.48,290.04,290.37
283.57,289.34,290.32
284.57,288.72,290
287.83,290.47,290.11
290.32,291.29,290.2
289.23,290.31,289.97
291.69,291.42,290.38
295.09,292.9,290.68
292.06,291.88,290.73
288.21,290.2,290.5
288.31,290.49,290.82
288.52,290.71,290.87
288.94,290.89,290.97
289.14,291.09,290.97
294.66,292.74,291.4
293.06,292.73,291.14
289.79,291.54,290.88
288.34,290.95,290.97
286.44,290.21,290.9
285.05,289.54,290.78
286.81,289.41,290.72
285.49,289.35,290.66
289.28,291.08,290.82
288.98,290.51,290.6
290.09,291.06,290.88
290.84,291.85,291.09
288.42,290.67,291.11
294.16,292.9,291.62
294.27,293.56,291.66
298.27,294.23,291.56
304.17,296.45,292.14
305.8,297.78,292.62
302.97,297.77,293.02
303.13,297.08,293.51
303.34,297.52,293.93
302.72,298.02,294.51
304.25,299.54,295
300.38,298.92,295.37
300.61,297.96,295.47
301.92,298.14,295.63
303.78,299.43,296.14
300.57,298.3,296.38
298.48,298.16,296.54
293.87,295.91,295.92
294.8,295.11,295.46
304.29,298.82,295.28
299.72,298.46,295.22
299.91,297.68,294.85
301.11,297.63,294.91
296.76,297.25,295.26
294.26,295.67,295.18
296.25,296.17,295.39
291.47,295.48,295.41
288.8,293.73,294.8
295.96,295,294.78
299.46,296.09,294.57
300.36,297.86,294.83
300.23,297.36,294.98
301.01,297.45,295.2
298.59,296.72,295.2
298.54,296.59,295.41
300.76,297.24,295.64
301.01,298.67,296.2
297.76,297.46,296.19
299.4,297.45,296.15
301.69,299.05,296.62
296.33,297.18,296.68
296.28,296.82,296.59
296.64,297.19,296.67
301.22,298.9,296.92
304.46,300.15,297.19
306.37,300.74,297.49
306.33,301.95,297.59
299.42,298.75,296.94
296.35,297.12,296.76
305.28,300.4,297.08
302.03,299.85,296.92
295.76,296.66,296.3
298.26,297.32,296.35
303.39,300.04,296.88
299.13,297.76,296.72
300.69,298.38,296.44
295.32,297.6,296.85
292.3,295.76,296.51
291.72,295.92,296.53
293.05,295.88,296.55
293.64,296.06,296.6
297.44,296.33,296.55
298.63,298.23,296.74
293.88,296.37,296.86
294.81,296.43,296.86
294.69,296.39,296.77
295.74,296.04,296.69
299.16,298.25,297.08
292.77,295.47,296.43
287.89,293.75,296.11
287.17,292.67,295.73
288.9,293.1,295.47
295.95,295.67,295.79
296.42,296.87,295.9
295.39,295.78,295.66
297.98,296.87,295.89
301.24,298.34,296.28
295.74,297.37,296.57
298.29,297.45,296.68
298.94,298.09,296.94
297.46,298.08,297.16
297.06,297.52,297.25
296.23,297.13,297.33
297.2,297.3,297.47
298.57,298.04,297.65
299.32,298.39,297.8
296.35,298.36,298.03
293.84,296.44,297.66
292.26,295.9,297.66
295.36,296.88,297.63
289.57,294.6,296.75
283.9,291.5,295.62
282.43,290.76,294.93
289.95,292.18,294.52
288.3,292.48,293.9
284.86,291.19,293.02
286.01,290.62,292.71
292.38,293.57,293.15
289.84,293.37,293.46
290.41,293.16,293.35
284.99,292.26,293.47
281.97,290.25,293.08
286.66,291.19,293.07
288.52,292.15,293.15
290.74,292.64,293.07
292.82,293.76,293.14
290.08,293.15,293.35
289.36,293.01,293.22
286.93,292.52,293.43
283.83,290.57,292.98
284.87,291.54,293.27
283.33,290.24,292.82
282.55,289.58,292.46
281.82,288.81,292.13
284.14,288.98,292.05
284.59,291.33,292.52
288.82,292.57,292.64
286.14,291.62,292.44
281.55,289.26,291.94
285.4,290.8,292.16
283.89,290.61,292.31
285.23,289.96,291.89
281.4,289.35,291.89
277.82,287,291.34
281.71,288.72,291.43
281.37,287.89,291.02
284.19,287.79,290.85
286.46,290.03,290.98
282.23,288.34,290.85
277.86,287.08,290.6
279.87,286.78,290.65
282.32,287.9,290.5
283.12,289.79,291.01
284.64,288.85,290.61
285.81,290.89,291.07
281.67,288.72,290.68
285.84,289.35,290.8
287.63,290.99,291.13
278.13,286.64,290.2
282.36,287.53,290.24
283.87,288.98,290.63
277.08,285.5,289.67
273.64,283.75,289.07
274.18,283.32,288.94
276.44,284.96,289.09
268.99,281.51,288.14
267.59,281.12,288.01
268.23,281.37,287.88
268.35,281.22,287.53
262.6,280,287.07
265.85,280.74,287.15
273.09,282.91,287.61
271.18,281.95,287.23
275.9,284.01,287.52
284.6,288.6,288.48
278.39,286.47,288.17
269.48,281.52,287.04
268.12,280.42,286.87
270.53,280.85,286.76
273.31,282.11,286.94
271.58,281.22,286.63
273.31,281.88,286.64
275.16,282.91,286.84
272.27,281.26,286.32
273.23,281.76,286.4
273.41,281.55,286.21
278.99,285.01,286.76
281.37,286.11,287.08
270.65,280.58,285.86
268.2,279.24,285.45
270.59,280,285.47
274.17,281.63,285.74
276.5,283.07,286
275.48,282.99,285.82
276.49,283.22,285.86
273.69,281.68,285.56
267.55,278.4,284.61
264.61,277.03,284.19
268.95,278.47,284.31
265.88,277.24,283.96
271.63,279.38,284.22
274.28,281.04,284.65
275.51,282.04,284.99
269.32,279.57,284.4
267.87,278.13,283.67
273.22,280.94,284.45
275.56,282.1,284.58
277.32,284,285.18
278.14,283.46,284.93
275.38,282.65,284.76
270.49,279.28,283.96
272.31,280.2,284.13
267.67,277.65,283.41
262.76,275.61,282.84
263.8,275.83,282.73
273.26,280.35,283.56
272.39,279.79,283.56
270.79,278.82,283.24
269.65,278.17,282.96
271.16,278.84,282.89
274.31,280.44,283.35
274.88,281.16,283.79
274.22,280.52,283.37
269.47,279.06,283.13
266.71,277.14,282.48
266.76,277.09,282.41
267.91,278.17,282.53
277.06,281.61,283.02
274.9,282.01,283.54
273.9,280.02,282.78
276.16,281.17,282.98
276.85,282.08,283.43
273.74,280.44,282.98
266.59,277.49,282.4
264.89,276.84,282.15
270.37,279.93,283.01
261.81,275.99,282.13
261.03,275.82,281.97
263.2,276.03,281.8
265.66,276.36,281.7
265.8,276.78,281.78
264.94,277.25,281.87
270.71,278.21,281.96
268.64,277.73,281.72
267.35,277.55,281.62
277.66,281.27,282.28
278.07,283.18,283.1
270.35,277.98,281.83
272.36,278.29,281.81
275.71,279.94,282.19
276.69,281.29,282.62
275.6,280.28,282.3
277.4,281.38,282.67
276.01,280.59,282.4
282.43,283.1,282.96
278.42,281.91,282.77
279.89,282.41,282.92
286.9,285.04,283.4
278.18,283.36,283.4
269.93,281.63,283.42
260.95,276.32,282.53
271.68,280,282.6
274.49,280.89,282.94
274.27,279.69,282.44
282.84,283.48,283.19
285.82,284.56,283.34
283.98,284.92,283.67
277.81,281.67,282.99
276.93,281.07,282.86
274.78,279.91,282.56
273.97,279.4,282.38
276.09,280.45,282.62
280.26,282.9,283.08
285.74,285.29,283.52
288.98,286.5,283.87
278.71,283.62,283.57
274.48,280.48,282.83
284.64,284.96,283.74
280.83,283.03,283.24
280.72,282.59,283.16
277.69,282.71,283.51
274.75,280.6,282.98
280.58,283.33,283.51
275.23,282.46,283.67
266.93,277.62,282.33
269.27,278.25,282.34
275.6,280.88,282.96
282.45,284.4,283.77
286.09,286.44,284.21
275.17,281.28,283.18
281.31,283.87,283.76
277.36,283.03,283.84
274.52,281.26,283.36
277.57,281.99,283.42
278.35,282.85,283.81
285.11,285.51,284.28
285.61,286.06,284.39
287.83,287.22,284.55
277.62,283.46,284.07
274.42,281.79,283.73
274.74,281.64,283.71
276.3,282.33,283.86
277.52,282.82,283.88
281.21,283.33,283.88
282.98,285.15,284.32
279.12,284.8,284.65
273.89,281.92,284.24
272.92,279.97,283.38
274.87,281.72,283.53
276.61,282.62,283.83
275.67,282.06,283.74
273.6,281.98,284.11
275.68,281.18,283.63
276.54,281.89,283.67
277.14,282.77,283.9
282.29,284.15,283.98
280.34,283.96,284.19
278.48,282.96,283.93
279.61,283.33,283.95
280.78,283.64,283.93
282.36,283.96,284.07
285.01,284.26,283.94
286.89,285.14,284.08
288.12,287.36,284.93
287.14,286.64,285.02
288.34,287.26,285.11
289.91,288.18,285.45
288.99,287.9,285.58
287.92,287.58,285.67
282.55,286.1,285.64
292.26,289.11,286.19
290.54,289.51,286.54
284.92,287.91,286.4
280.38,284.98,285.98
280.69,285.2,286.17
290.24,288.7,286.59
286.38,287.52,286.34
284.29,285.9,286.04
280.7,284.81,285.85
282.38,285.88,286.06
283.3,285.65,285.92
284.47,285.95,285.98
283.49,286.45,286.11
284.32,286.62,286.3
285.6,286.94,286.51
286.23,287.26,286.8
288.23,287.95,287.18
293.12,290.62,287.88
295.85,291.93,288.24
298.67,292.84,288.51
303.71,294.96,289.12
298.81,294.37,289.57
292.79,290.47,288.95
292.99,291.43,289.52
288.46,290.64,289.58
287.13,289.55,289.29
287.34,289.44,289.18
289.89,290.33,289.04
287.69,288.7,288.51
288.63,289,288.68
293.86,291.86,289.28
296.91,293.19,289.8
292.35,291.87,290.05
293.85,292.86,290.49
291.26,292.88,290.64
286.98,290.86,290.39
290.03,291.27,290.58
291.51,292.75,291.03
294.46,293.02,291.22
297.85,294.84,291.76
295.75,294.83,292.18
290.21,292.52,292.13
288.83,291.33,291.88
289.61,291.85,291.88
289,292.21,292.06
289.79,291.73,291.73
291.4,292.29,291.67
295.35,294.22,292.21
292.58,294.46,292.6
288.58,292.08,292.45
290.62,293.11,292.77
289.03,292.25,292.7
293.58,292.86,292.7
298.7,296.77,293.4
298.63,295.71,293.1
300.87,296.9,293.37
298.34,296.67,293.72
299.47,296.64,294.09
299.72,297.97,294.64
296.27,296.09,294.7
295.8,295.96,294.79
298.17,296.9,294.88
300.44,298.04,295.23
297.71,297.58,295.51
294.05,295.36,295.18
296.78,295.66,294.99
304.4,298.85,295.27
304.02,299.22,295.13
304.2,298.74,295.03
303.95,300.28,295.73
298.26,298.24,296.17
297.07,297.41,296.34
296.63,297.25,296.67
298.14,297.66,296.89
300.7,299.3,297.31
300.5,299.83,297.73
302.44,300.31,297.93
299.96,300.27,298.18
297.1,298.47,298.2
297.79,298.62,298.05
297.63,298.45,297.85
297.57,298.69,297.77
298.34,298.91,297.76
299.51,299.13,297.83
298.76,298.53,297.58
300.23,298.84,297.27
300.1,299.72,297.34
297.8,298.61,296.9
296.09,297.98,296.53
298.99,298.55,296.58
298.88,299.79,297.11
295.49,298.1,297.13
297.39,298.37,297.3
299.97,299.6,297.74
297.56,299.36,298
298.36,298.71,297.59
299.1,299.53,297.78
300.4,299.72,297.93
301.07,300.57,298.35
298.46,299.7,298.46
297.51,298.86,298.4
297.12,297.81,298.16
302.87,301.36,298.82
297.33,300.54,298.75
295.36,298.93,298.33
291.25,296.54,297.54
294.93,297.42,297.21
298.61,299.18,297.37
295.18,297.4,297.05
291.77,295.77,296.59
291.96,295.78,296.49
300.54,297.9,296.48
300.84,298.59,296.32
299.99,297.75,296.06
299.19,297.03,296.07
300.65,298.2,296.62
294.43,297.04,296.95
292.34,295.62,296.63
294.36,296.37,296.84
292.82,295.58,296.49
289.57,294.54,296.37
288.94,294.59,296.27
291.49,294.37,295.84
294.72,295.66,295.81
296.18,296.6,296.09
295.87,296.13,295.92
291.93,295.15,295.71
292.19,294.93,295.63
296.41,296.06,295.6
297.1,297.13,295.77
296.02,296.9,295.93
292.53,295.87,295.9
293.07,294.59,295.83
295.19,296.06,295.74
297.2,296.8,295.84
298.22,296.33,295.62
300.24,297.99,296.17
300.73,298.46,296.54
296.24,296.81,296.47
292.48,294.36,295.89
293.67,294.79,295.82
289.34,294.7,295.88
286.53,292.72,294.95
291.78,294.83,295.14
286.36,293.37,295.02
282.51,290.67,294.2
280.88,290.04,293.9
281.95,290.06,293.83
291.66,293.33,294.06
291.58,293.64,294.06
290.81,293.55,293.99
289.2,292.48,293.78
290.06,292.17,293.79
291.77,292.74,293.76
290.55,292.75,293.93
290.83,293.14,294.12
291.12,294.4,294.51
289.7,293.32,294.45
289.68,292.93,294.31
290.08,293.34,294.32
282.55,290.15,293.67
280.96,289.02,293.44
286.35,291.52,293.52
290.75,293.25,293.53
287.75,292.69,293.56
284.58,291.12,293.21
288.24,291.71,293.1
291.84,293.63,293.53
290.92,293.82,293.78
289.32,293.02,293.66
288.61,292.41,293.55
281.5,289.83,293.12
278.53,289.02,293.08
280.73,289.58,292.91
280.01,288.64,292.38
274.19,286.22,291.72
274.55,286.66,291.57
279.28,287.44,291.58
283.51,289.09,291.52
286.68,289.42,291.46
288.28,290.52,291.5
293.04,292.27,291.72
286,290.11,291.56
277.42,286.3,290.59
271.95,284.02,290.06
271.13,283.35,289.79
271.36,283.86,289.67
278.66,286.49,289.9
279.6,287.44,290.16
282.19,288.21,290.08
275.46,285.42,289.63
273.97,284.24,289.1
272.83,283.98,288.96
271.68,283.54,288.77
272.01,283.85,288.9
273.59,285.01,289.07
273.54,284.15,288.94
274.82,283.95,288.53
275.24,283.87,288.41
278.99,285.52,288.67
275.43,284.33,288.41
269.85,281.15,287.46
269.08,280.81,287.26
272.18,281.98,287.48
273.39,282.84,287.66
274.4,283.24,287.54
274.53,283.9,287.83
275.37,282.81,287.17
279.67,285.52,287.5
283.94,287.47,288.06
276.99,283.88,287.5
278.48,284.07,287.25
281.74,286.07,287.74
285.79,288.52,288.3
269.27,281.08,286.75
268.51,280.02,286.36
271.37,281.51,286.81
263.52,278.13,285.9
264.1,278.28,285.8
265.01,278.21,285.54
266.71,279.25,285.61
273.65,281.88,286.03
275.9,282.36,286.05
276.11,283.28,286.28
267.31,278.37,284.93
273.26,280.14,285.18
278.78,284.49,286.16
279.73,284.82,286.26
274.51,281.92,285.4
275.96,282.62,285.54
276.84,283.06,285.69
277.51,283.37,285.71
278.46,283.39,285.62
276.91,282.99,285.73
279.18,283.76,285.8
282.29,285.28,286.12
281.91,284.83,285.9
278.14,282.83,285.44
282.76,284.12,285.51
287.84,286.53,286.07
287.77,286.99,286.2
277.12,282.84,285.44
268.73,278.87,284.45
265.52,277.83,284.28
270.15,279.44,284.5
273.2,281.09,284.92
272.74,280.55,284.67
273.5,281.21,284.69
271.37,280.05,284.4
272.36,280.58,284.54
264.87,277.26,283.71
268.27,278.13,283.69
271.48,280.6,284.43
257.29,274.32,282.92
261.77,275.89,283.06
269.42,278.73,283.52
271.3,279.48,283.56
272.52,279.85,283.58
273.24,280.36,283.6
277.97,283.02,284.21
274.63,282.14,284.28
275.59,281.15,283.74
278.03,283.17,284.36
283.26,285.57,284.79
272.44,280.71,283.83
274.86,281.01,283.7
276.35,283.22,284.48
269.06,278.82,283.45
270.35,278.71,283.17
274.48,280.82,283.68
268.2,277.48,282.85
271.48,278.14,282.61
279.71,283.43,284.09
280.3,283.65,284.09
284.56,285.65,284.49
276.62,281.9,283.58
275.51,282.05,283.57
271.65,279.35,283.17
271.26,278.84,282.76
272.35,279.81,283.22
276.75,283.61,284.06
272.24,281.27,283.66
265.88,277.59,282.7
267.1,277.65,282.59
268.49,278.37,282.72
270.53,279.05,282.82
271.91,280.25,283.17
271.31,280.76,283.48
270.59,279.72,283.11
271.46,279.73,283.08
276.23,281.7,283.32
279.92,283.36,283.67
282.68,284.46,283.9
276.06,282.35,283.61
268.87,277.77,282.37
270.72,278.82,282.61
274.46,280.89,283.13
275.18,281.26,283.12
275.53,281.55,283.11
277.7,283.26,283.61
276.2,281.95,283.41
273.96,280.48,283.18
275.86,280.75,283.16
277.51,282.3,283.52
280.62,283.67,283.64
280.31,283.32,283.5
279.88,283.15,283.59
280.57,283.09,283.46
284.94,284.24,283.63
287.01,286.21,284.16
275.23,282.56,283.99
270.33,278.86,282.97
273.63,280.46,283.36
268.76,278.21,282.82
267.28,277.08,282.34
268.96,278.35,282.54
273.45,280.19,282.83
277.68,283.45,283.89
276.78,282.77,283.71
276.58,282.83,283.72
270.19,279.08,282.81
273.47,279.95,282.96
277.35,282.89,283.64
276.85,281.96,283.39
275.4,281.16,283.23
268.79,278.03,282.52
269.48,278.15,282.41
271.47,279.06,282.54
277.79,281.61,283.06
274.63,280.85,283.01
276.95,282.61,283.44
273.97,280.7,282.89
278.97,282.19,283.18
286.13,285.84,283.87
279.37,283.68,283.73
278.1,282.63,283.35
278.95,283.17,283.49
281.93,283.82,283.63
286.88,286.44,284.21
284.97,284.93,283.79
291.11,287.02,284.16
293.91,288.77,284.72
291.98,289.28,284.99
292.63,289.27,285.26
282.14,286.24,285.3
280.19,284.34,284.84
285.63,286.15,285.2
291.11,288.93,285.57
292.2,289.39,285.59
288.77,288.15,285.51
284.18,286.94,285.63
285.17,286.1,285.51
285.93,287.44,286
284.38,286.55,286.05
287.11,287.02,286.23
292.9,289.95,286.74
289.08,288.71,286.71
289.18,288.48,286.72
289.54,289.47,287.27
281.12,286.23,286.8
284.94,287.55,287.18
287.77,289.34,287.38
292.62,289.9,287.09
294.53,290.44,287.2
298.54,292.97,287.8
299.54,293.73,288.34
296.75,293.37,288.84
292.98,291.66,288.8
286.32,289.44,288.74
286.39,289.43,288.47
288.94,290.02,288.44
288.12,291.1,288.77
277.81,286.24,287.84
280.86,286.65,287.6
283.76,287.96,287.81
281.01,286.61,287.25
283.7,286.79,287.16
285.23,287.7,287.42
284.62,287.39,287.33
285.46,288.87,287.81
279.94,286.48,287.76
280.38,285.61,287.52
282.09,287.08,287.78
289.15,289.63,288.35
286.47,288.93,288.37
281.75,286.42,287.71
285.5,287.94,287.99
287.05,289.2,288.38
286.11,288.41,288.17
283.42,287.13,288.03
286.47,288.44,288.32
284.41,286.98,288.22
295.13,290.94,288.83
297,293.95,289.88
288.02,289.66,289.22
286.71,289.22,289.34
287.54,289.51,289.37
290.64,290.05,289.39
291.89,291.85,289.97
294.98,292.82,290.34
291.28,291.26,290.22
295.89,293.1,290.55
293.81,293.23,291.05
297.35,294.05,291.27
299.4,295.39,291.82
295.17,295.19,292.27
294.16,294,292.11
297.38,295.36,292.53
297.71,296.27,293.01
293.23,294.78,293.18
289.41,293.38,293.15
291.17,293.89,293.15
291.18,293.71,293.07
293.7,295.32,293.5
292.81,294.42,293.57
292.76,295.22,293.92
291.09,293.96,293.72
288.94,292.85,293.46
288.39,292.67,293.09
294.35,294.73,293.01
295.25,294.94,293.01
295,294.27,292.73
294.71,294.43,292.8
296.88,295.33,293.27
297.54,296.39,293.92
299.17,296.3,294.09
300.3,296.81,294.45
301.36,297.02,294.39
299,297.08,294.21
298.47,297.32,294.33
296.77,296.91,294.32
298.94,296.86,294.32
299.31,297.05,294.44
300.4,297.34,294.63
302.36,298.01,294.7
301.7,298.48,294.8
299.29,297.5,294.78
298.43,296.25,294.57
295.26,295.49,294.74
296.74,296.04,294.81
303.07,298.52,295.19
303.36,299.98,295.81
301.83,298.88,295.93
296.99,297.42,295.78
297.36,297,295.82
301.72,299.38,296.38
300.17,297.98,296.31
297.52,297.56,296.28
296.15,297.32,296
295.08,297.07,296.14
296,297.59,296.37
300.29,298.68,296.45
301.26,299.78,296.68
299.35,298.31,296.78
298.99,298.03,296.7
292.27,295.37,296.37
291.25,295.45,296.42
291.53,295.01,296.2
293.35,295.54,295.63
297.77,296.65,295.53
294.36,296.52,295.88
294.15,295.34,295.17
295.24,295.6,295
295.76,295.98,295.21
296.43,296.52,295.46
299.39,297.46,295.91
299.63,298.6,296.43
294.59,295.88,296.13
292.18,295.22,296.21
295.72,296.66,296.18
298.46,296.68,295.61
299.79,296.56,295.34
298.19,296.28,295.58
297.74,296.93,295.97
295.35,296.93,296.25
296.25,297.04,296.38
297.56,297.33,296.58
293.42,295.97,296.31
288.76,293.74,295.42
292.59,294.33,295.12
296.6,296.06,295.32
294.76,295.78,295.32
291.42,294.29,294.94
290.9,293.62,294.85
293.6,294.41,294.92
293.66,294.74,295.03
292.84,294.53,294.84
291.95,294.22,294.87
292.3,294.24,295.05
290.89,294.09,295.21
291.66,294.92,295.27
292.77,294.9,295.31
295.71,295.26,295.26
299.73,296.21,295.28
300.72,297.53,295.61
299.85,297.6,295.88
301.09,298.25,296.11
300.03,297.97,296.45
298.99,297.95,296.82
299.79,297.64,296.75
299.74,298.64,297.16
293.69,296.47,297.04
288.1,293.82,296.48
290.31,293.52,296.09
296.22,296.83,296.18
292.03,294.58,295.4
287.77,292.62,294.83
288.42,293.11,294.87
296.39,296.96,295.6
287.07,292.85,294.84
282.91,290.95,294.28
282.77,289.98,293.98
285.04,290.99,293.84
289.43,292.23,293.76
295.25,295.22,294.25
289.28,292.93,293.78
281.71,289.45,292.84
285.53,290.92,293.03
280.91,289.13,292.52
285.12,289.35,292.13
283.47,289.75,291.89
285.18,289.72,291.82
285.27,290.54,291.96
282.85,289.42,291.68
291.42,292.76,292.35
290.46,292.49,292.35
285.41,290.22,291.67
285.42,290.09,291.61
294.58,292.45,291.88
291.61,293.15,292.22
282.94,289.05,291.36
283.49,288.3,291.24
290.06,290.23,291.38
295.95,293.56,292.08
294.53,292.87,292
295.57,294.01,292.34
293.9,293.48,292.27
294.8,293.62,292.36
295.49,294.46,292.61
287.54,293.14,292.8
285.67,291.89,292.76
287.65,292.33,292.85
284.96,291.05,292.63
282.87,290.24,292.59
279.77,288.53,292.07
276.86,287.13,291.66
274.71,285.97,291.24
275.38,286.35,290.97
275.45,286.24,290.74
279.57,289,291.27
276.69,286.97,290.88
276.49,286.68,290.58
281.49,288.46,290.74
282.77,289.39,290.88
279.83,287.43,290.47
277.95,286.03,289.86
275.92,285.17,289.63
274.76,284.56,289.4
274.12,284.51,289.22
277.12,284.5,289.12
283.65,288.5,289.74
277.73,285.62,289.09
282.21,285.87,288.85
283.6,288.1,289.37
281,288.48,289.78
275.49,284.19,288.78
273.41,283.35,288.49
276.39,283.85,288.37
281.46,287.24,289.08
278.02,285.53,288.64
274.39,283.45,288.06
274,282.64,287.73
270.63,281.4,287.43
263.9,278.59,286.76
266.14,280.2,287.03
270.91,281.33,287.18
275.59,284.02,287.5
272.25,281.59,286.7
273.16,282.05,286.73
275.9,283.58,286.95
277.34,284.36,287.22
271.77,281.07,286.29
272.59,282.48,286.73
269.28,281.7,286.33
274.45,284.49,287.1
272.56,281.53,286.18
273.53,283.1,286.47
272.35,282.97,286.71
271.89,281.08,285.86
274.3,283.56,286.7
267.24,279.65,285.75
262.06,277.25,285.07
255.83,274.95,284.57
258.43,275.09,284.34
269.49,279.21,284.88
279.75,285.37,286.22
270.21,280.28,285.16
269.98,279.69,284.81
271.5,280.39,284.94
271.88,280.51,284.79
276.13,282.98,285.42
273.91,281.51,285.09
269.96,279.36,284.44
270.59,279.45,284.5
272.84,280.85,284.8
273.51,280.95,284.71
271.83,279.9,284.28
275.18,281.47,284.58
273.88,281.43,284.7
276.57,282.68,284.86
273.8,280.42,284.26
277.64,283.33,284.95
273.58,281.02,284.51
275.59,281.78,284.43
277.63,283.35,284.96
274.41,281.39,284.34
278.41,282.8,284.56
281.72,284.96,285.18
264.73,277.03,283.37
270.39,279.23,283.65
275.01,282.89,284.73
273.01,281.3,284.3
272.54,280.82,284.11
273.89,282.61,284.67
269.23,280.22,284.13
267.52,278.87,283.78
262.22,276.47,283.23
258.06,273.89,282.5
259.83,274.11,282.3
264.51,275.4,282.29
268.48,277.02,282.42
269.38,278.12,282.62
274.61,280.05,282.87
275.5,282.21,283.63
270.62,279.62,282.93
261.07,274.3,281.65
266.18,276.18,281.81
273.55,280.88,282.98
274.66,280.76,282.96
274.28,280.1,282.78
272.18,279.48,282.67
272.89,278.98,282.41
275.98,282.09,283.18
276.59,282.84,283.54
271.05,280.08,283.05
265.5,276.9,282.12
267.61,277.84,282.24
271.59,279.18,282.43
276.43,280.73,282.8
279.63,282.94,283.31
275.5,281.28,283.09
271.58,279.27,282.59
267.75,277.36,282.12
270.12,278.32,282.21
272.35,280.72,283.07
268.56,278.28,282.26
273.12,280.4,282.78
260.77,275.43,281.8
261.42,274.57,281.35
269.58,278.36,282.09
264.81,276.09,281.45
268.33,277.5,281.7
272.35,279.47,282.17
277.43,280.96,282.42
280.52,283.24,282.99
275.88,280.94,282.55
274.23,279.83,282.2
277.06,280.49,282.16
278.51,281.65,282.35
279.11,282.94,282.88
273.81,280.82,282.6
267.51,277.61,281.69
269.15,277.24,281.44
273.2,279,281.68
274.57,279.51,281.88
274.04,279.76,281.89
274.03,280.21,282.06
274.46,280,281.95
274.83,280.11,282
276.57,281.31,282.07
273.8,279.16,281.54
273.11,278.76,281.44
274.27,279.26,281.66
276.66,280.49,281.91
277.21,280.94,281.99
270.69,278.23,281.49
269.73,277.43,281.18
271.7,277.77,281.32
273.14,278.77,281.48
273.38,279.08,281.57
274.3,279.37,281.54
275.14,280.42,281.81
270.38,277.91,281.26
274.22,279.7,281.61
273.38,280,281.88
267.6,278.26,281.8
266.7,277.5,281.74
267.81,278,281.35
268.56,277.9,281.46
273.15,278.56,281.47
276.7,280.66,282.01
278.27,281.81,282.38
278.87,282.15,282.3
280.65,282.56,282.48
279.81,282.56,282.71
278.94,281.86,282.68
279.87,282.54,282.6
281.79,283.15,282.6
282.7,283.29,282.7
284.21,283.8,282.88
284.3,283.78,283.02
284.08,283.82,283.24
284.56,284.19,283.64
283.47,283.55,283.48
281.44,283.26,283.69
284.48,284.26,283.69
288.77,286.18,283.8
288.28,285.61,283.77
286.36,284.85,283.9
285.16,285.22,284.38
287.25,286.22,284.69
288.54,285.94,284.53
288.55,285.6,284.62
289.72,286.29,284.74
293.18,288.62,285.24
290.99,287.54,285.27
293.19,288.08,285.51
286.88,287.05,285.72
281.24,284.96,285.38
281.52,285.41,285.54
283.3,284.63,284.8
286.69,285.44,284.53
287.9,286.63,284.82
285.84,287.15,285.38
285,286.21,285.42
285.13,287.36,285.88
278.64,283.93,285.28
282.17,285.98,285.81
282.55,286.68,286.06
278.83,284.46,285.67
281.52,285.12,285.46
285.92,286.66,285.93
286.95,287.55,286.01
288.71,287.77,286.17
290.06,288.74,286.53
289.03,289.07,286.95
289.48,288.6,286.99
291.06,288.84,286.89
295.02,290.74,287.44
295.49,291.7,288.18
292.63,289.88,288.05
288.15,288.7,288.12
287.13,288.66,288.36
287.39,289.31,288.74
285,288.29,288.61
282.03,287.44,288.58
282.24,286.6,288.64
286.15,288.13,288.93
298.39,292.4,289.27
302.63,295.14,289.8
296.48,292.45,289.61
297.75,292.45,289.58
300.23,293.85,289.93
294.82,292.72,289.89
290.12,290.5,289.73
293.24,290.92,289.97
296.08,293.68,290.49
295.86,292.9,290.53
295.59,292.43,290.35
293.69,291.11,290.22
305.13,296.4,291.29
303.69,298.04,292.02
299.39,294.96,291.66
294.13,293.42,291.71
289.62,292.75,291.95
292.33,294.05,292.25
293.27,294.65,292.34
294.93,294.83,292.45
295.73,295.39,292.84
292.4,294.32,292.96
293.81,294.53,292.84
295.24,294.7,292.92
297.31,295.34,293.11
298.43,295.75,293.43
300.33,296.34,293.78
299.78,296.67,294.15
299.01,295.72,294.33
304.58,298.39,294.92
307.78,300.79,295.74
302.49,298.06,295.33
298.17,296.33,295
297.38,295.58,295
304.08,299.63,295.64
299.2,297.42,295.07
302.94,298.3,294.93
306.63,301.11,295.67
306.94,301.45,296.25
307.35,301.5,296.75
305.41,300.3,296.7
303.98,299.2,296.45
307.87,301.99,297.23
309.19,303.27,297.82
307.53,301.95,297.84
305.03,301.76,297.71
299.56,298.7,297.17
298.46,298.72,296.95
298.58,298.88,296.83
300.41,299.23,297.09
300.05,300.35,297.27
296.56,297.99,296.94
294.76,297.53,297.03
294.33,297.68,296.92
297.73,297.93,296.95
296.75,298.55,297.17
296.07,298.09,296.99
291.98,295.73,296.15
295.67,296.56,295.79
300.18,298.37,295.96
296.83,296.87,295.88
294.53,295.85,295.69
293.79,295.13,295.62
293.86,296.07,295.81
293.62,295.8,295.61
