"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
58,84.875,85.244,84.506,2,2079-09-03,2079-09-04,245,9,2,1,0,0,0,0,0,84.25436,0.909041095890411,0.912328767123288,0.905205479452055,57.2337019178082,75.9289176470588,"balt"
59,87.8,90.752,84.416,8,2079-09-09,2079-09-16,251,9,8,6,3,0,0,0,0,84.25436,0.937260273972603,0.96,0.904109589041096,57.2337019178082,75.9289176470588,"balt"
1,81.5324,85.9819999999999,78.296,10,2070-06-13,2070-06-22,163,6,7,2,0,0,0,0,1,78.1167199999999,0.906301369863014,0.975890410958904,0.823835616438356,63.2002975342466,75.3268470588235,"ny"
2,81.4676,84.8659999999999,78.2780000000001,15,2070-06-25,2070-07-09,175,6,12,0,0,0,0,0,0,78.1167199999999,0.904109589041096,0.966301369863014,0.823561643835616,63.2002975342466,75.3268470588235,"ny"
3,80.6765,81.77,79.214,4,2070-07-11,2070-07-14,191,7,3,0,0,0,0,0,0,78.1167199999999,0.884657534246575,0.910958904109589,0.848493150684931,63.2002975342466,75.3268470588235,"ny"
4,79.844,80.7260000000001,78.9619999999999,2,2070-07-17,2070-07-18,197,7,1,0,0,0,0,0,0,78.1167199999999,0.860821917808219,0.885205479452055,0.842465753424658,63.2002975342466,75.3268470588235,"ny"
5,84.7068125,90.392,78.638,32,2070-07-20,2070-08-20,200,7,30,13,2,0,5,3,0,78.1167199999999,0.964383561643836,0.998904109589041,0.834246575342466,63.2002975342466,75.3268470588235,"ny"
6,79.8131428571428,81.23,78.494,7,2070-08-24,2070-08-30,235,8,4,0,0,0,0,0,0,78.1167199999999,0.86027397260274,0.89972602739726,0.82958904109589,63.2002975342466,75.3268470588235,"ny"
7,80.1716,81.968,78.17,5,2070-09-01,2070-09-05,243,9,3,0,0,0,0,0,0,78.1167199999999,0.87013698630137,0.917534246575342,0.820547945205479,63.2002975342466,75.3268470588235,"ny"
8,79.2905,80.294,78.2780000000001,4,2070-09-11,2070-09-14,253,9,2,0,0,0,0,0,0,78.1167199999999,0.84958904109589,0.874794520547945,0.823561643835616,63.2002975342466,75.3268470588235,"ny"
9,78.758,79.448,78.4039999999999,3,2071-06-26,2071-06-28,176,6,0,0,0,0,0,0,1,78.1167199999999,0.836986301369863,0.853424657534247,0.826027397260274,63.2002975342466,75.3268470588235,"ny"
10,79.5272,80.294,78.5480000000001,5,2071-07-02,2071-07-06,182,7,1,0,0,0,0,0,0,78.1167199999999,0.855342465753425,0.874794520547945,0.832328767123288,63.2002975342466,75.3268470588235,"ny"
