"hw.number","mean.var","max.var","min.var","length","end.date","start.date","start.doy","start.month","days.above.abs.thresh.1","days.above.abs.thresh.2","days.above.abs.thresh.3","days.above.abs.thresh.4","days.above.99th","days.above.99.5th","first.in.year","threshold","mean.var.quantile","max.var.quantile","min.var.quantile","mean.yearround.var","mean.seasonal.var","city"
43,303.343,307.71,300.81,20,2075-08-13,2075-07-25,205,7,20,11,6,0,4,2,0,300.49,0.94027397260274,0.999452054794521,0.838082191780822,289.663323287671,299.051339869281,"ny"
44,301.82,302.31,301.45,3,2075-08-27,2075-08-25,236,8,3,0,0,0,0,0,0,300.49,0.884657534246575,0.907945205479452,0.86958904109589,289.663323287671,299.051339869281,"ny"
45,301.306666666667,301.77,300.64,6,2075-09-05,2075-08-31,242,8,6,0,0,0,0,0,0,300.49,0.861917808219178,0.881917808219178,0.830684931506849,289.663323287671,299.051339869281,"ny"
46,301.148333333333,301.74,300.51,6,2075-09-14,2075-09-09,251,9,6,0,0,0,0,0,0,300.49,0.853972602739726,0.880547945205479,0.823561643835616,289.663323287671,299.051339869281,"ny"
47,301.603333333333,302.1,300.62,3,2076-06-15,2076-06-13,164,6,3,0,0,0,0,0,1,300.49,0.874794520547945,0.899178082191781,0.82986301369863,289.663323287671,299.051339869281,"ny"
48,302.176666666667,303.68,301.09,3,2076-07-07,2076-07-05,186,7,3,1,0,0,0,0,0,300.49,0.902191780821918,0.950684931506849,0.852602739726027,289.663323287671,299.051339869281,"ny"
49,300.61,300.73,300.49,2,2076-07-10,2076-07-09,190,7,2,0,0,0,0,0,0,300.49,0.828767123287671,0.835342465753425,0.823013698630137,289.663323287671,299.051339869281,"ny"
50,303.017857142857,305.01,300.49,14,2076-07-25,2076-07-12,193,7,14,9,0,0,0,0,0,300.49,0.928767123287671,0.97972602739726,0.823013698630137,289.663323287671,299.051339869281,"ny"
51,302.895333333333,304.54,300.99,15,2076-08-15,2076-08-01,213,8,15,10,0,0,0,0,0,300.49,0.924383561643836,0.971780821917808,0.846575342465753,289.663323287671,299.051339869281,"ny"
52,303.266666666667,304.12,301.18,6,2076-08-25,2076-08-20,232,8,6,5,0,0,0,0,0,300.49,0.938630136986301,0.961095890410959,0.855616438356164,289.663323287671,299.051339869281,"ny"
53,301.705,302.03,301.38,2,2076-09-02,2076-09-01,244,9,2,0,0,0,0,0,0,300.49,0.878904109589041,0.895068493150685,0.866301369863014,289.663323287671,299.051339869281,"ny"
54,301.395,302.24,300.55,2,2076-09-05,2076-09-04,247,9,2,0,0,0,0,0,0,300.49,0.866849315068493,0.905205479452055,0.825205479452055,289.663323287671,299.051339869281,"ny"
55,301.466666666667,302.41,300.56,3,2076-09-11,2076-09-09,252,9,3,0,0,0,0,0,0,300.49,0.87013698630137,0.912328767123288,0.826301369863014,289.663323287671,299.051339869281,"ny"
56,302.112,303.37,300.58,5,2076-09-18,2076-09-14,257,9,5,2,0,0,0,0,0,300.49,0.899452054794521,0.942191780821918,0.827123287671233,289.663323287671,299.051339869281,"ny"
57,300.97,301.17,300.77,2,2077-05-22,2077-05-21,140,5,2,0,0,0,0,0,1,300.49,0.846301369863014,0.855342465753425,0.836986301369863,289.663323287671,299.051339869281,"ny"
58,302.86,303.66,301.71,5,2077-06-19,2077-06-15,165,6,5,4,0,0,0,0,0,300.49,0.923835616438356,0.95013698630137,0.879178082191781,289.663323287671,299.051339869281,"ny"
59,301.603,302.85,300.59,10,2077-07-03,2077-06-24,174,6,10,1,0,0,0,0,0,300.49,0.874794520547945,0.923561643835616,0.828219178082192,289.663323287671,299.051339869281,"ny"
60,301.1,301.36,300.84,2,2077-07-06,2077-07-05,185,7,2,0,0,0,0,0,0,300.49,0.853150684931507,0.865479452054794,0.839178082191781,289.663323287671,299.051339869281,"ny"
61,303.602432432432,306.19,301.24,37,2077-08-14,2077-07-09,189,7,37,25,4,0,2,0,0,300.49,0.949041095890411,0.992602739726027,0.858356164383562,289.663323287671,299.051339869281,"ny"
62,302.581428571429,303.78,301.19,7,2077-08-22,2077-08-16,227,8,7,3,0,0,0,0,0,300.49,0.916164383561644,0.953424657534247,0.856164383561644,289.663323287671,299.051339869281,"ny"
63,301.093333333333,301.88,300.57,3,2077-08-31,2077-08-29,240,8,3,0,0,0,0,0,0,300.49,0.852602739726027,0.889041095890411,0.826575342465753,289.663323287671,299.051339869281,"ny"
64,300.68,300.77,300.59,2,2078-06-09,2078-06-08,158,6,2,0,0,0,0,0,1,300.49,0.832876712328767,0.836986301369863,0.828219178082192,289.663323287671,299.051339869281,"ny"
65,301.945,302.58,301.31,2,2078-06-13,2078-06-12,162,6,2,0,0,0,0,0,0,300.49,0.891506849315069,0.916164383561644,0.862739726027397,289.663323287671,299.051339869281,"ny"
66,301.67,302.24,301.13,4,2078-06-18,2078-06-15,165,6,4,0,0,0,0,0,0,300.49,0.877808219178082,0.905205479452055,0.853424657534247,289.663323287671,299.051339869281,"ny"
67,302.4,303.07,301.84,4,2078-06-25,2078-06-22,172,6,4,1,0,0,0,0,0,300.49,0.911780821917808,0.932876712328767,0.886301369863014,289.663323287671,299.051339869281,"ny"
68,302.003333333333,302.92,300.96,3,2078-07-02,2078-06-30,180,6,3,1,0,0,0,0,0,300.49,0.894246575342466,0.925479452054795,0.845753424657534,289.663323287671,299.051339869281,"ny"
69,302.685,303.99,301.39,6,2078-07-11,2078-07-06,186,7,6,3,0,0,0,0,0,300.49,0.919178082191781,0.959178082191781,0.866849315068493,289.663323287671,299.051339869281,"ny"
70,301.49,301.88,301.1,2,2078-07-15,2078-07-14,194,7,2,0,0,0,0,0,0,300.49,0.870684931506849,0.889041095890411,0.853150684931507,289.663323287671,299.051339869281,"ny"
71,302.362222222222,303.27,300.52,9,2078-07-25,2078-07-17,197,7,9,4,0,0,0,0,0,300.49,0.909315068493151,0.938904109589041,0.824109589041096,289.663323287671,299.051339869281,"ny"
72,302.186666666667,303.19,301.4,3,2078-07-29,2078-07-27,207,7,3,1,0,0,0,0,0,300.49,0.902739726027397,0.937808219178082,0.867123287671233,289.663323287671,299.051339869281,"ny"
73,301.2175,301.54,300.87,4,2078-08-03,2078-07-31,211,7,4,0,0,0,0,0,0,300.49,0.856712328767123,0.872328767123288,0.841095890410959,289.663323287671,299.051339869281,"ny"
74,303.573,304.94,301.56,10,2078-08-14,2078-08-05,216,8,10,9,0,0,0,0,0,300.49,0.948493150684931,0.978904109589041,0.872876712328767,289.663323287671,299.051339869281,"ny"
75,302.37625,304.85,300.65,8,2078-08-25,2078-08-18,229,8,8,3,0,0,0,0,0,300.49,0.91013698630137,0.976438356164384,0.831506849315068,289.663323287671,299.051339869281,"ny"
76,301.28,301.61,300.95,2,2078-09-03,2078-09-02,244,9,2,0,0,0,0,0,0,300.49,0.861095890410959,0.875616438356164,0.845479452054794,289.663323287671,299.051339869281,"ny"
77,301.06,302.09,300.5,3,2078-09-23,2078-09-21,263,9,3,0,0,0,0,0,0,300.49,0.85041095890411,0.898082191780822,0.823287671232877,289.663323287671,299.051339869281,"ny"
78,301.43,301.72,301.14,2,2078-09-29,2078-09-28,270,9,2,0,0,0,0,0,0,300.49,0.868493150684931,0.87972602739726,0.853972602739726,289.663323287671,299.051339869281,"ny"
79,302.145,302.19,302.1,2,2079-06-01,2079-05-31,150,5,2,0,0,0,0,0,1,300.49,0.901095890410959,0.903561643835616,0.899178082191781,289.663323287671,299.051339869281,"ny"
80,305.032142857143,309.1,300.74,14,2079-07-17,2079-07-04,184,7,14,11,7,1,6,5,0,300.49,0.98,1,0.835616438356164,289.663323287671,299.051339869281,"ny"
81,303.283333333333,304.33,301.69,3,2079-07-23,2079-07-21,201,7,3,2,0,0,0,0,0,300.49,0.938904109589041,0.966027397260274,0.878630136986301,289.663323287671,299.051339869281,"ny"
82,301.22,301.89,300.75,3,2079-07-29,2079-07-27,207,7,3,0,0,0,0,0,0,300.49,0.856712328767123,0.88986301369863,0.835890410958904,289.663323287671,299.051339869281,"ny"
83,303.362,306.49,301.46,15,2079-08-14,2079-07-31,211,7,15,10,2,0,2,0,0,300.49,0.941369863013699,0.994246575342466,0.87013698630137,289.663323287671,299.051339869281,"ny"
84,301.772727272727,303.08,300.7,11,2079-08-27,2079-08-17,228,8,11,1,0,0,0,0,0,300.49,0.881917808219178,0.933424657534247,0.833972602739726,289.663323287671,299.051339869281,"ny"
85,302.45,303.31,301.48,5,2079-09-02,2079-08-29,240,8,5,2,0,0,0,0,0,300.49,0.912602739726027,0.94,0.870684931506849,289.663323287671,299.051339869281,"ny"
86,302.755,303.42,302.09,2,2079-09-05,2079-09-04,246,9,2,1,0,0,0,0,0,300.49,0.921643835616438,0.944109589041096,0.898082191780822,289.663323287671,299.051339869281,"ny"
1,301.21,301.82,300.6,2,2070-06-04,2070-06-03,153,6,2,0,0,0,0,0,1,300.49,0.856712328767123,0.884657534246575,0.828493150684931,289.663323287671,299.051339869281,"nwk"
2,301.536666666667,302.91,300.54,3,2070-06-19,2070-06-17,167,6,3,1,0,0,0,0,0,300.49,0.871506849315068,0.925205479452055,0.824657534246575,289.663323287671,299.051339869281,"nwk"
3,302.656428571429,305.12,300.49,14,2070-07-20,2070-07-07,187,7,14,8,0,0,0,0,0,300.49,0.917808219178082,0.982465753424658,0.823013698630137,289.663323287671,299.051339869281,"nwk"
4,302.811666666667,304.45,301.67,6,2070-07-27,2070-07-22,202,7,6,3,0,0,0,0,0,300.49,0.922465753424658,0.96986301369863,0.877808219178082,289.663323287671,299.051339869281,"nwk"
5,303.432692307692,306.99,300.86,26,2070-08-26,2070-08-01,212,8,26,15,6,0,2,1,0,300.49,0.944109589041096,0.996164383561644,0.840821917808219,289.663323287671,299.051339869281,"nwk"
6,302.013333333333,302.27,301.79,3,2070-09-25,2070-09-23,265,9,3,0,0,0,0,0,0,300.49,0.894246575342466,0.906849315068493,0.883013698630137,289.663323287671,299.051339869281,"nwk"
7,300.9,301.24,300.56,2,2071-06-08,2071-06-07,157,6,2,0,0,0,0,0,1,300.49,0.842739726027397,0.858356164383562,0.826301369863014,289.663323287671,299.051339869281,"nwk"
8,301.7275,302.49,301.06,4,2071-06-13,2071-06-10,160,6,4,0,0,0,0,0,0,300.49,0.87972602739726,0.913424657534247,0.85041095890411,289.663323287671,299.051339869281,"nwk"
9,303.56,304.86,300.71,12,2071-07-01,2071-06-20,170,6,12,9,0,0,0,0,0,300.49,0.947945205479452,0.976986301369863,0.834246575342466,289.663323287671,299.051339869281,"nwk"
10,303.64875,305.93,300.94,8,2071-07-11,2071-07-04,184,7,8,5,1,0,0,0,0,300.49,0.94986301369863,0.989315068493151,0.844657534246575,289.663323287671,299.051339869281,"nwk"
11,302.193333333333,302.59,301.66,3,2071-07-18,2071-07-16,196,7,3,0,0,0,0,0,0,300.49,0.903561643835616,0.916712328767123,0.877534246575343,289.663323287671,299.051339869281,"nwk"
12,304.886,307.11,302.77,5,2071-07-29,2071-07-25,205,7,5,5,2,0,1,1,0,300.49,0.976986301369863,0.996438356164384,0.921917808219178,289.663323287671,299.051339869281,"nwk"
13,304.036451612903,307.56,301.26,31,2071-08-31,2071-08-01,212,8,31,25,9,0,6,1,0,300.49,0.959452054794521,0.999178082191781,0.86054794520548,289.663323287671,299.051339869281,"nwk"
14,301.5575,302.17,300.94,4,2071-09-10,2071-09-07,249,9,4,0,0,0,0,0,0,300.49,0.872602739726027,0.902191780821918,0.844657534246575,289.663323287671,299.051339869281,"nwk"
15,300.9875,301.33,300.56,4,2071-09-17,2071-09-14,256,9,4,0,0,0,0,0,0,300.49,0.846301369863014,0.863287671232877,0.826301369863014,289.663323287671,299.051339869281,"nwk"
16,303.527692307692,305.08,301.37,13,2072-06-27,2072-06-15,166,6,13,12,0,0,0,0,1,300.49,0.946301369863014,0.981643835616438,0.865753424657534,289.663323287671,299.051339869281,"nwk"
17,302.938333333333,306.69,300.86,18,2072-07-16,2072-06-29,180,6,18,9,3,0,1,1,0,300.49,0.926027397260274,0.995342465753425,0.840821917808219,289.663323287671,299.051339869281,"nwk"
18,300.855,301.08,300.63,2,2072-07-28,2072-07-27,208,7,2,0,0,0,0,0,0,300.49,0.83972602739726,0.851780821917808,0.83013698630137,289.663323287671,299.051339869281,"nwk"
19,303.498235294118,307.53,300.89,17,2072-08-16,2072-07-31,212,7,17,11,2,0,1,1,0,300.49,0.945205479452055,0.998904109589041,0.842739726027397,289.663323287671,299.051339869281,"nwk"
20,302.7625,303.36,302.09,8,2072-08-29,2072-08-22,234,8,8,6,0,0,0,0,0,300.49,0.921643835616438,0.941369863013699,0.898082191780822,289.663323287671,299.051339869281,"nwk"
21,301.284,302.14,300.66,5,2072-09-12,2072-09-08,251,9,5,0,0,0,0,0,0,300.49,0.861095890410959,0.901095890410959,0.832876712328767,289.663323287671,299.051339869281,"nwk"
22,301.43,303.12,300.66,9,2073-06-25,2073-06-17,167,6,9,1,0,0,0,0,1,300.49,0.868493150684931,0.935342465753425,0.832876712328767,289.663323287671,299.051339869281,"nwk"
23,302.7825,303.54,301.53,4,2073-07-03,2073-06-30,180,6,4,3,0,0,0,0,0,300.49,0.921917808219178,0.947397260273973,0.871506849315068,289.663323287671,299.051339869281,"nwk"
24,301.785,302.48,301.09,2,2073-07-07,2073-07-06,186,7,2,0,0,0,0,0,0,300.49,0.882739726027397,0.913150684931507,0.852602739726027,289.663323287671,299.051339869281,"nwk"
25,302.776,304.06,300.61,5,2073-07-13,2073-07-09,189,7,5,3,0,0,0,0,0,300.49,0.921917808219178,0.960821917808219,0.828767123287671,289.663323287671,299.051339869281,"nwk"
26,303.9445,307.26,300.62,20,2073-08-05,2073-07-17,197,7,20,12,6,0,5,3,0,300.49,0.957808219178082,0.997534246575343,0.82986301369863,289.663323287671,299.051339869281,"nwk"
27,301.77,302.44,300.65,3,2073-08-11,2073-08-09,220,8,3,0,0,0,0,0,0,300.49,0.881917808219178,0.912602739726027,0.831506849315068,289.663323287671,299.051339869281,"nwk"
28,301.766153846154,303.38,300.59,13,2073-08-28,2073-08-16,227,8,13,3,0,0,0,0,0,300.49,0.881369863013699,0.942739726027397,0.828219178082192,289.663323287671,299.051339869281,"nwk"
29,301.4,301.9,300.65,3,2073-09-08,2073-09-06,248,9,3,0,0,0,0,0,0,300.49,0.867123287671233,0.89041095890411,0.831506849315068,289.663323287671,299.051339869281,"nwk"
30,301.644,302.32,300.64,5,2073-09-21,2073-09-17,259,9,5,0,0,0,0,0,0,300.49,0.876438356164384,0.908219178082192,0.830684931506849,289.663323287671,299.051339869281,"nwk"
31,302.68,304.35,301.81,5,2074-07-01,2074-06-27,177,6,5,2,0,0,0,0,1,300.49,0.919178082191781,0.966849315068493,0.884383561643836,289.663323287671,299.051339869281,"nwk"
32,300.71,300.86,300.56,2,2074-07-04,2074-07-03,183,7,2,0,0,0,0,0,0,300.49,0.834246575342466,0.840821917808219,0.826301369863014,289.663323287671,299.051339869281,"nwk"
33,303.328181818182,306.73,300.52,11,2074-07-16,2074-07-06,186,7,11,7,2,0,1,1,0,300.49,0.94,0.995616438356164,0.824109589041096,289.663323287671,299.051339869281,"nwk"
34,301.98,302.2,301.72,3,2074-07-20,2074-07-18,198,7,3,0,0,0,0,0,0,300.49,0.893698630136986,0.903835616438356,0.87972602739726,289.663323287671,299.051339869281,"nwk"
35,304.713333333333,306.98,301.88,12,2074-08-02,2074-07-22,202,7,12,11,5,0,3,1,0,300.49,0.974794520547945,0.995890410958904,0.889041095890411,289.663323287671,299.051339869281,"nwk"
36,303.971764705882,307.22,300.88,17,2074-08-21,2074-08-05,216,8,17,15,3,0,1,1,0,300.49,0.958630136986301,0.996986301369863,0.842191780821918,289.663323287671,299.051339869281,"nwk"
37,302.913333333333,304.4,301.96,3,2074-08-27,2074-08-25,236,8,3,1,0,0,0,0,0,300.49,0.925205479452055,0.967671232876712,0.892328767123288,289.663323287671,299.051339869281,"nwk"
38,302.90125,305.5,300.66,8,2074-09-10,2074-09-03,245,9,8,4,1,0,0,0,0,300.49,0.924931506849315,0.984383561643836,0.832876712328767,289.663323287671,299.051339869281,"nwk"
39,302.42,304.41,301.17,4,2075-06-07,2075-06-04,154,6,4,2,0,0,0,0,1,300.49,0.912328767123288,0.968493150684931,0.855342465753425,289.663323287671,299.051339869281,"nwk"
40,301.42,301.78,301.06,2,2075-06-11,2075-06-10,160,6,2,0,0,0,0,0,0,300.49,0.867397260273973,0.882739726027397,0.85041095890411,289.663323287671,299.051339869281,"nwk"
41,301.719090909091,303.18,300.97,11,2075-07-02,2075-06-22,172,6,11,1,0,0,0,0,0,300.49,0.879178082191781,0.937260273972603,0.846301369863014,289.663323287671,299.051339869281,"nwk"
42,303.496666666667,307.46,300.66,15,2075-07-18,2075-07-04,184,7,15,10,2,0,2,1,0,300.49,0.945205479452055,0.998630136986301,0.832876712328767,289.663323287671,299.051339869281,"nwk"
43,303.343,307.71,300.81,20,2075-08-13,2075-07-25,205,7,20,11,6,0,4,2,0,300.49,0.94027397260274,0.999452054794521,0.838082191780822,289.663323287671,299.051339869281,"nwk"
44,301.82,302.31,301.45,3,2075-08-27,2075-08-25,236,8,3,0,0,0,0,0,0,300.49,0.884657534246575,0.907945205479452,0.86958904109589,289.663323287671,299.051339869281,"nwk"
45,301.306666666667,301.77,300.64,6,2075-09-05,2075-08-31,242,8,6,0,0,0,0,0,0,300.49,0.861917808219178,0.881917808219178,0.830684931506849,289.663323287671,299.051339869281,"nwk"
46,301.148333333333,301.74,300.51,6,2075-09-14,2075-09-09,251,9,6,0,0,0,0,0,0,300.49,0.853972602739726,0.880547945205479,0.823561643835616,289.663323287671,299.051339869281,"nwk"
47,301.603333333333,302.1,300.62,3,2076-06-15,2076-06-13,164,6,3,0,0,0,0,0,1,300.49,0.874794520547945,0.899178082191781,0.82986301369863,289.663323287671,299.051339869281,"nwk"
48,302.176666666667,303.68,301.09,3,2076-07-07,2076-07-05,186,7,3,1,0,0,0,0,0,300.49,0.902191780821918,0.950684931506849,0.852602739726027,289.663323287671,299.051339869281,"nwk"
49,300.61,300.73,300.49,2,2076-07-10,2076-07-09,190,7,2,0,0,0,0,0,0,300.49,0.828767123287671,0.835342465753425,0.823013698630137,289.663323287671,299.051339869281,"nwk"
50,303.017857142857,305.01,300.49,14,2076-07-25,2076-07-12,193,7,14,9,0,0,0,0,0,300.49,0.928767123287671,0.97972602739726,0.823013698630137,289.663323287671,299.051339869281,"nwk"
51,302.895333333333,304.54,300.99,15,2076-08-15,2076-08-01,213,8,15,10,0,0,0,0,0,300.49,0.924383561643836,0.971780821917808,0.846575342465753,289.663323287671,299.051339869281,"nwk"
52,303.266666666667,304.12,301.18,6,2076-08-25,2076-08-20,232,8,6,5,0,0,0,0,0,300.49,0.938630136986301,0.961095890410959,0.855616438356164,289.663323287671,299.051339869281,"nwk"
53,301.705,302.03,301.38,2,2076-09-02,2076-09-01,244,9,2,0,0,0,0,0,0,300.49,0.878904109589041,0.895068493150685,0.866301369863014,289.663323287671,299.051339869281,"nwk"
54,301.395,302.24,300.55,2,2076-09-05,2076-09-04,247,9,2,0,0,0,0,0,0,300.49,0.866849315068493,0.905205479452055,0.825205479452055,289.663323287671,299.051339869281,"nwk"
55,301.466666666667,302.41,300.56,3,2076-09-11,2076-09-09,252,9,3,0,0,0,0,0,0,300.49,0.87013698630137,0.912328767123288,0.826301369863014,289.663323287671,299.051339869281,"nwk"
56,302.112,303.37,300.58,5,2076-09-18,2076-09-14,257,9,5,2,0,0,0,0,0,300.49,0.899452054794521,0.942191780821918,0.827123287671233,289.663323287671,299.051339869281,"nwk"
57,300.97,301.17,300.77,2,2077-05-22,2077-05-21,140,5,2,0,0,0,0,0,1,300.49,0.846301369863014,0.855342465753425,0.836986301369863,289.663323287671,299.051339869281,"nwk"
58,302.86,303.66,301.71,5,2077-06-19,2077-06-15,165,6,5,4,0,0,0,0,0,300.49,0.923835616438356,0.95013698630137,0.879178082191781,289.663323287671,299.051339869281,"nwk"
59,301.603,302.85,300.59,10,2077-07-03,2077-06-24,174,6,10,1,0,0,0,0,0,300.49,0.874794520547945,0.923561643835616,0.828219178082192,289.663323287671,299.051339869281,"nwk"
60,301.1,301.36,300.84,2,2077-07-06,2077-07-05,185,7,2,0,0,0,0,0,0,300.49,0.853150684931507,0.865479452054794,0.839178082191781,289.663323287671,299.051339869281,"nwk"
61,303.602432432432,306.19,301.24,37,2077-08-14,2077-07-09,189,7,37,25,4,0,2,0,0,300.49,0.949041095890411,0.992602739726027,0.858356164383562,289.663323287671,299.051339869281,"nwk"
62,302.581428571429,303.78,301.19,7,2077-08-22,2077-08-16,227,8,7,3,0,0,0,0,0,300.49,0.916164383561644,0.953424657534247,0.856164383561644,289.663323287671,299.051339869281,"nwk"
63,301.093333333333,301.88,300.57,3,2077-08-31,2077-08-29,240,8,3,0,0,0,0,0,0,300.49,0.852602739726027,0.889041095890411,0.826575342465753,289.663323287671,299.051339869281,"nwk"
64,300.68,300.77,300.59,2,2078-06-09,2078-06-08,158,6,2,0,0,0,0,0,1,300.49,0.832876712328767,0.836986301369863,0.828219178082192,289.663323287671,299.051339869281,"nwk"
65,301.945,302.58,301.31,2,2078-06-13,2078-06-12,162,6,2,0,0,0,0,0,0,300.49,0.891506849315069,0.916164383561644,0.862739726027397,289.663323287671,299.051339869281,"nwk"
66,301.67,302.24,301.13,4,2078-06-18,2078-06-15,165,6,4,0,0,0,0,0,0,300.49,0.877808219178082,0.905205479452055,0.853424657534247,289.663323287671,299.051339869281,"nwk"
67,302.4,303.07,301.84,4,2078-06-25,2078-06-22,172,6,4,1,0,0,0,0,0,300.49,0.911780821917808,0.932876712328767,0.886301369863014,289.663323287671,299.051339869281,"nwk"
68,302.003333333333,302.92,300.96,3,2078-07-02,2078-06-30,180,6,3,1,0,0,0,0,0,300.49,0.894246575342466,0.925479452054795,0.845753424657534,289.663323287671,299.051339869281,"nwk"
69,302.685,303.99,301.39,6,2078-07-11,2078-07-06,186,7,6,3,0,0,0,0,0,300.49,0.919178082191781,0.959178082191781,0.866849315068493,289.663323287671,299.051339869281,"nwk"
70,301.49,301.88,301.1,2,2078-07-15,2078-07-14,194,7,2,0,0,0,0,0,0,300.49,0.870684931506849,0.889041095890411,0.853150684931507,289.663323287671,299.051339869281,"nwk"
71,302.362222222222,303.27,300.52,9,2078-07-25,2078-07-17,197,7,9,4,0,0,0,0,0,300.49,0.909315068493151,0.938904109589041,0.824109589041096,289.663323287671,299.051339869281,"nwk"
72,302.186666666667,303.19,301.4,3,2078-07-29,2078-07-27,207,7,3,1,0,0,0,0,0,300.49,0.902739726027397,0.937808219178082,0.867123287671233,289.663323287671,299.051339869281,"nwk"
73,301.2175,301.54,300.87,4,2078-08-03,2078-07-31,211,7,4,0,0,0,0,0,0,300.49,0.856712328767123,0.872328767123288,0.841095890410959,289.663323287671,299.051339869281,"nwk"
74,303.573,304.94,301.56,10,2078-08-14,2078-08-05,216,8,10,9,0,0,0,0,0,300.49,0.948493150684931,0.978904109589041,0.872876712328767,289.663323287671,299.051339869281,"nwk"
75,302.37625,304.85,300.65,8,2078-08-25,2078-08-18,229,8,8,3,0,0,0,0,0,300.49,0.91013698630137,0.976438356164384,0.831506849315068,289.663323287671,299.051339869281,"nwk"
76,301.28,301.61,300.95,2,2078-09-03,2078-09-02,244,9,2,0,0,0,0,0,0,300.49,0.861095890410959,0.875616438356164,0.845479452054794,289.663323287671,299.051339869281,"nwk"
77,301.06,302.09,300.5,3,2078-09-23,2078-09-21,263,9,3,0,0,0,0,0,0,300.49,0.85041095890411,0.898082191780822,0.823287671232877,289.663323287671,299.051339869281,"nwk"
78,301.43,301.72,301.14,2,2078-09-29,2078-09-28,270,9,2,0,0,0,0,0,0,300.49,0.868493150684931,0.87972602739726,0.853972602739726,289.663323287671,299.051339869281,"nwk"
79,302.145,302.19,302.1,2,2079-06-01,2079-05-31,150,5,2,0,0,0,0,0,1,300.49,0.901095890410959,0.903561643835616,0.899178082191781,289.663323287671,299.051339869281,"nwk"
80,305.032142857143,309.1,300.74,14,2079-07-17,2079-07-04,184,7,14,11,7,1,6,5,0,300.49,0.98,1,0.835616438356164,289.663323287671,299.051339869281,"nwk"
81,303.283333333333,304.33,301.69,3,2079-07-23,2079-07-21,201,7,3,2,0,0,0,0,0,300.49,0.938904109589041,0.966027397260274,0.878630136986301,289.663323287671,299.051339869281,"nwk"
82,301.22,301.89,300.75,3,2079-07-29,2079-07-27,207,7,3,0,0,0,0,0,0,300.49,0.856712328767123,0.88986301369863,0.835890410958904,289.663323287671,299.051339869281,"nwk"
83,303.362,306.49,301.46,15,2079-08-14,2079-07-31,211,7,15,10,2,0,2,0,0,300.49,0.941369863013699,0.994246575342466,0.87013698630137,289.663323287671,299.051339869281,"nwk"
84,301.772727272727,303.08,300.7,11,2079-08-27,2079-08-17,228,8,11,1,0,0,0,0,0,300.49,0.881917808219178,0.933424657534247,0.833972602739726,289.663323287671,299.051339869281,"nwk"
85,302.45,303.31,301.48,5,2079-09-02,2079-08-29,240,8,5,2,0,0,0,0,0,300.49,0.912602739726027,0.94,0.870684931506849,289.663323287671,299.051339869281,"nwk"
86,302.755,303.42,302.09,2,2079-09-05,2079-09-04,246,9,2,1,0,0,0,0,0,300.49,0.921643835616438,0.944109589041096,0.898082191780822,289.663323287671,299.051339869281,"nwk"
1,301.61,302.06,301.16,2,2070-06-04,2070-06-03,153,6,2,0,0,0,0,0,1,300.6204,0.876164383561644,0.898904109589041,0.852602739726027,289.83321369863,299.147699346405,"phil"
2,301.846666666667,302.54,301.06,3,2070-06-19,2070-06-17,167,6,3,0,0,0,0,0,0,300.6204,0.888493150684932,0.915068493150685,0.847671232876712,289.83321369863,299.147699346405,"phil"
3,301.135,301.42,300.85,2,2070-06-30,2070-06-29,179,6,2,0,0,0,0,0,0,300.6204,0.851506849315068,0.865205479452055,0.837260273972603,289.83321369863,299.147699346405,"phil"
4,301.54,301.99,301.09,2,2070-07-05,2070-07-04,184,7,2,0,0,0,0,0,0,300.6204,0.871780821917808,0.895342465753425,0.849315068493151,289.83321369863,299.147699346405,"phil"
5,302.625,305.63,300.98,14,2070-07-20,2070-07-07,187,7,14,5,1,0,0,0,0,300.6204,0.918356164383562,0.98958904109589,0.843835616438356,289.83321369863,299.147699346405,"phil"
6,302.403333333333,303.4,301.24,6,2070-07-27,2070-07-22,202,7,6,2,0,0,0,0,0,300.6204,0.91041095890411,0.946575342465753,0.854794520547945,289.83321369863,299.147699346405,"phil"
7,302.561333333333,305.43,300.63,15,2070-08-15,2070-08-01,212,8,15,5,1,0,0,0,0,300.6204,0.916438356164384,0.987123287671233,0.827397260273973,289.83321369863,299.147699346405,"phil"
8,305.06,306.71,300.96,9,2070-08-26,2070-08-18,229,8,9,8,6,0,5,4,0,300.6204,0.981643835616438,0.997808219178082,0.843561643835616,289.83321369863,299.147699346405,"phil"
9,301.543333333333,301.91,301.29,3,2070-09-25,2070-09-23,265,9,3,0,0,0,0,0,0,300.6204,0.872054794520548,0.891780821917808,0.857808219178082,289.83321369863,299.147699346405,"phil"
10,301.644285714286,302.63,300.69,7,2071-06-13,2071-06-07,157,6,7,1,0,0,0,0,1,300.6204,0.877534246575343,0.918904109589041,0.82958904109589,289.83321369863,299.147699346405,"phil"
11,303.065,304.16,301.89,12,2071-07-01,2071-06-20,170,6,12,7,0,0,0,0,0,300.6204,0.933424657534247,0.970684931506849,0.890684931506849,289.83321369863,299.147699346405,"phil"
12,303.3125,305.13,301.01,8,2071-07-11,2071-07-04,184,7,8,5,0,0,0,0,0,300.6204,0.943013698630137,0.983287671232877,0.844931506849315,289.83321369863,299.147699346405,"phil"
13,302.14,302.9,300.81,4,2071-07-18,2071-07-15,195,7,4,1,0,0,0,0,0,300.6204,0.90027397260274,0.928493150684932,0.835890410958904,289.83321369863,299.147699346405,"phil"
