"hw.number","mean.var","max.var","min.var","length","end.date","start.date","start.doy","start.month","days.above.abs.thresh.1","days.above.abs.thresh.2","days.above.abs.thresh.3","days.above.abs.thresh.4","days.above.99th","days.above.99.5th","first.in.year","threshold","mean.var.quantile","max.var.quantile","min.var.quantile","mean.yearround.var","mean.seasonal.var","city"
26,302.94,303.83,301.78,5,2072-08-29,2072-08-25,237,8,5,3,0,0,0,0,0,301.4408,0.897808219178082,0.935068493150685,0.841917808219178,290.913736986301,299.95531372549,"balt"
27,302.2,302.23,302.17,2,2072-09-01,2072-08-31,243,8,2,0,0,0,0,0,0,301.4408,0.862739726027397,0.865205479452055,0.860821917808219,290.913736986301,299.95531372549,"balt"
28,303.561428571429,304.12,301.91,7,2073-06-14,2073-06-08,158,6,7,6,0,0,0,0,1,301.4408,0.922739726027397,0.946849315068493,0.848493150684931,290.913736986301,299.95531372549,"balt"
29,302.285,302.37,302.2,2,2073-07-01,2073-06-30,180,6,2,0,0,0,0,0,0,301.4408,0.867123287671233,0.871780821917808,0.862739726027397,290.913736986301,299.95531372549,"balt"
30,304.536363636364,306.65,302.78,11,2073-07-13,2073-07-03,183,7,11,11,3,0,1,0,0,301.4408,0.960547945205479,0.992328767123288,0.890958904109589,290.913736986301,299.95531372549,"balt"
31,305.02,306.79,302.53,8,2073-07-24,2073-07-17,197,7,8,7,4,0,2,0,0,301.4408,0.972054794520548,0.993150684931507,0.879452054794521,290.913736986301,299.95531372549,"balt"
32,303.339473684211,305.31,301.94,19,2073-08-14,2073-07-27,207,7,19,12,0,0,0,0,0,301.4408,0.914246575342466,0.976438356164384,0.85013698630137,290.913736986301,299.95531372549,"balt"
33,302.29,302.67,302.04,3,2073-09-05,2073-09-03,245,9,3,1,0,0,0,0,0,301.4408,0.867123287671233,0.885205479452055,0.853698630136986,290.913736986301,299.95531372549,"balt"
34,302.6,302.64,302.57,3,2073-09-09,2073-09-07,249,9,3,1,0,0,0,0,0,301.4408,0.882191780821918,0.883287671232877,0.881643835616438,290.913736986301,299.95531372549,"balt"
35,301.623333333333,301.75,301.48,3,2074-06-24,2074-06-22,172,6,3,0,0,0,0,0,1,301.4408,0.836438356164384,0.841095890410959,0.829041095890411,290.913736986301,299.95531372549,"balt"
36,304.583333333333,305.88,302.48,9,2074-07-06,2074-06-28,178,6,9,8,3,0,0,0,0,301.4408,0.962465753424658,0.984931506849315,0.877260273972603,290.913736986301,299.95531372549,"balt"
37,303.862619047619,307.57,301.54,42,2074-08-27,2074-07-17,197,7,42,36,6,0,2,1,0,301.4408,0.936438356164384,0.996712328767123,0.832602739726027,290.913736986301,299.95531372549,"balt"
38,302.505,302.85,302.2,4,2074-09-04,2074-09-01,243,9,4,1,0,0,0,0,0,301.4408,0.878082191780822,0.894520547945206,0.862739726027397,290.913736986301,299.95531372549,"balt"
39,303.095555555556,304.64,301.45,9,2074-09-15,2074-09-07,249,9,9,7,0,0,0,0,0,301.4408,0.906575342465753,0.965753424657534,0.827671232876712,290.913736986301,299.95531372549,"balt"
40,302.57,302.75,302.39,2,2075-06-05,2075-06-04,154,6,2,1,0,0,0,0,1,301.4408,0.881643835616438,0.888493150684932,0.872054794520548,290.913736986301,299.95531372549,"balt"
41,302.705,302.99,302.42,2,2075-06-15,2075-06-14,164,6,2,1,0,0,0,0,0,301.4408,0.886301369863014,0.901369863013699,0.873150684931507,290.913736986301,299.95531372549,"balt"
42,302.965,304.27,302.01,10,2075-06-27,2075-06-18,168,6,10,6,0,0,0,0,0,301.4408,0.899452054794521,0.952328767123288,0.852328767123288,290.913736986301,299.95531372549,"balt"
43,303.788571428571,304.69,302.13,7,2075-07-10,2075-07-04,184,7,7,6,0,0,0,0,0,301.4408,0.932876712328767,0.966575342465753,0.858082191780822,290.913736986301,299.95531372549,"balt"
44,303.746666666667,305.92,301.88,6,2075-07-17,2075-07-12,192,7,6,5,1,0,0,0,0,301.4408,0.931780821917808,0.985753424657534,0.847397260273973,290.913736986301,299.95531372549,"balt"
45,303.548666666667,305.73,301.92,15,2075-08-02,2075-07-19,199,7,15,12,2,0,0,0,0,301.4408,0.922191780821918,0.983013698630137,0.849041095890411,290.913736986301,299.95531372549,"balt"
46,304.149565217391,308.87,301.61,23,2075-08-26,2075-08-04,215,8,23,19,5,1,1,1,0,301.4408,0.946849315068493,0.99972602739726,0.836438356164384,290.913736986301,299.95531372549,"balt"
47,304.02,304.61,303.59,4,2075-08-31,2075-08-28,239,8,4,4,0,0,0,0,0,301.4408,0.942465753424658,0.964657534246575,0.925479452054795,290.913736986301,299.95531372549,"balt"
48,303.566666666667,304.94,301.61,3,2075-09-05,2075-09-03,245,9,3,2,0,0,0,0,0,301.4408,0.922739726027397,0.971506849315068,0.836438356164384,290.913736986301,299.95531372549,"balt"
49,302.971,304.37,302.28,10,2075-09-19,2075-09-10,252,9,10,7,0,0,0,0,0,301.4408,0.90027397260274,0.957260273972603,0.867123287671233,290.913736986301,299.95531372549,"balt"
50,302.196666666667,302.62,301.65,3,2076-05-25,2076-05-23,143,5,3,1,0,0,0,0,1,301.4408,0.861643835616438,0.882739726027397,0.838082191780822,290.913736986301,299.95531372549,"balt"
51,302.694,303.66,301.47,5,2076-06-19,2076-06-15,166,6,5,3,0,0,0,0,0,301.4408,0.886027397260274,0.928767123287671,0.828219178082192,290.913736986301,299.95531372549,"balt"
52,302.325,302.5,302.15,2,2076-06-22,2076-06-21,172,6,2,0,0,0,0,0,0,301.4408,0.869041095890411,0.878082191780822,0.858904109589041,290.913736986301,299.95531372549,"balt"
53,304.6028,307.93,301.8,25,2076-07-20,2076-06-26,177,6,25,21,7,0,4,3,0,301.4408,0.963835616438356,0.998356164383562,0.843287671232877,290.913736986301,299.95531372549,"balt"
54,302.944,304.01,301.82,5,2076-08-03,2076-07-30,211,7,5,3,0,0,0,0,0,301.4408,0.897808219178082,0.942191780821918,0.844109589041096,290.913736986301,299.95531372549,"balt"
55,304.347777777778,306.81,301.5,9,2076-08-14,2076-08-06,218,8,9,8,1,0,1,0,0,301.4408,0.955616438356164,0.993424657534247,0.83013698630137,290.913736986301,299.95531372549,"balt"
56,305.134,307.85,302.66,5,2076-08-20,2076-08-16,228,8,5,5,3,0,2,1,0,301.4408,0.973972602739726,0.997808219178082,0.884657534246575,290.913736986301,299.95531372549,"balt"
57,303.225,304.28,301.56,4,2076-08-29,2076-08-26,238,8,4,3,0,0,0,0,0,301.4408,0.91013698630137,0.952602739726027,0.833972602739726,290.913736986301,299.95531372549,"balt"
58,302.266,303.01,301.84,5,2076-09-09,2076-09-05,248,9,5,1,0,0,0,0,0,301.4408,0.866575342465753,0.902739726027397,0.844931506849315,290.913736986301,299.95531372549,"balt"
59,303.2,304.84,301.91,4,2077-07-03,2077-06-30,180,6,4,2,0,0,0,0,1,301.4408,0.90958904109589,0.969041095890411,0.848493150684931,290.913736986301,299.95531372549,"balt"
60,304.1725,305.16,303.1,4,2077-07-12,2077-07-09,189,7,4,4,0,0,0,0,0,301.4408,0.947397260273973,0.974520547945205,0.907397260273973,290.913736986301,299.95531372549,"balt"
61,303.95,307.52,302.06,23,2077-08-08,2077-07-17,197,7,23,19,3,0,1,1,0,301.4408,0.939452054794521,0.996438356164384,0.855068493150685,290.913736986301,299.95531372549,"balt"
62,303.938235294118,306.53,302.32,17,2077-08-26,2077-08-10,221,8,17,13,4,0,1,0,0,301.4408,0.938904109589041,0.99013698630137,0.869041095890411,290.913736986301,299.95531372549,"balt"
63,303,304.37,301.86,6,2077-09-02,2077-08-28,239,8,6,3,0,0,0,0,0,301.4408,0.902191780821918,0.957260273972603,0.846849315068493,290.913736986301,299.95531372549,"balt"
64,303.896666666667,305.82,301.53,3,2078-07-02,2078-06-30,180,6,3,2,1,0,0,0,1,301.4408,0.937808219178082,0.984109589041096,0.832328767123288,290.913736986301,299.95531372549,"balt"
65,302.2875,303,301.55,4,2078-07-11,2078-07-08,188,7,4,1,0,0,0,0,0,301.4408,0.867123287671233,0.902191780821918,0.833150684931507,290.913736986301,299.95531372549,"balt"
66,302.455,303.32,301.59,2,2078-07-15,2078-07-14,194,7,2,1,0,0,0,0,0,301.4408,0.874794520547945,0.913972602739726,0.835068493150685,290.913736986301,299.95531372549,"balt"
67,302.703333333333,303.3,302.24,3,2078-07-20,2078-07-18,198,7,3,1,0,0,0,0,0,301.4408,0.886301369863014,0.913698630136986,0.865479452054794,290.913736986301,299.95531372549,"balt"
68,303.34,304.94,301.86,5,2078-07-26,2078-07-22,202,7,5,3,0,0,0,0,0,301.4408,0.914246575342466,0.971506849315068,0.846849315068493,290.913736986301,299.95531372549,"balt"
69,303.952307692308,305.48,301.96,13,2078-08-09,2078-07-28,208,7,13,12,2,0,0,0,0,301.4408,0.939452054794521,0.979452054794521,0.850958904109589,290.913736986301,299.95531372549,"balt"
70,302.23,302.96,301.5,2,2078-08-12,2078-08-11,222,8,2,1,0,0,0,0,0,301.4408,0.865205479452055,0.899452054794521,0.83013698630137,290.913736986301,299.95531372549,"balt"
71,302.976,303.92,302.43,5,2078-08-18,2078-08-14,225,8,5,4,0,0,0,0,0,301.4408,0.90027397260274,0.938630136986301,0.874520547945206,290.913736986301,299.95531372549,"balt"
72,302.156666666667,302.78,301.67,3,2078-08-28,2078-08-26,237,8,3,1,0,0,0,0,0,301.4408,0.858904109589041,0.890958904109589,0.838630136986301,290.913736986301,299.95531372549,"balt"
73,302.506,304.02,301.8,5,2078-09-03,2078-08-30,241,8,5,2,0,0,0,0,0,301.4408,0.878082191780822,0.942465753424658,0.843287671232877,290.913736986301,299.95531372549,"balt"
74,301.565,301.61,301.52,2,2078-09-10,2078-09-09,251,9,2,0,0,0,0,0,0,301.4408,0.833972602739726,0.836438356164384,0.831780821917808,290.913736986301,299.95531372549,"balt"
75,302.6425,303,302.13,4,2079-06-02,2079-05-30,149,5,4,2,0,0,0,0,1,301.4408,0.883287671232877,0.902191780821918,0.858082191780822,290.913736986301,299.95531372549,"balt"
76,302.575,302.92,302.23,2,2079-06-08,2079-06-07,157,6,2,1,0,0,0,0,0,301.4408,0.881643835616438,0.897260273972603,0.865205479452055,290.913736986301,299.95531372549,"balt"
77,302.46,304.07,301.94,6,2079-07-01,2079-06-26,176,6,6,1,0,0,0,0,0,301.4408,0.875616438356164,0.944383561643836,0.85013698630137,290.913736986301,299.95531372549,"balt"
78,303.5825,305.65,301.74,4,2079-07-06,2079-07-03,183,7,4,3,1,0,0,0,0,301.4408,0.924657534246575,0.981643835616438,0.840821917808219,290.913736986301,299.95531372549,"balt"
79,305.744736842105,308.9,302.11,38,2079-08-14,2079-07-08,188,7,38,33,25,4,18,9,0,301.4408,0.983013698630137,1,0.856712328767123,290.913736986301,299.95531372549,"balt"
80,302.56,303.38,301.74,2,2079-08-18,2079-08-17,228,8,2,1,0,0,0,0,0,301.4408,0.881095890410959,0.915890410958904,0.840821917808219,290.913736986301,299.95531372549,"balt"
81,302.915,304.92,301.51,14,2079-09-02,2079-08-20,231,8,14,9,0,0,0,0,0,301.4408,0.896986301369863,0.970958904109589,0.831232876712329,290.913736986301,299.95531372549,"balt"
1,301.34,301.88,300.8,2,2070-06-06,2070-06-05,155,6,2,0,0,0,0,0,1,300.49,0.855342465753425,0.876986301369863,0.84027397260274,289.796432876712,299.04539869281,"ny"
2,302.867142857143,304.57,300.57,7,2070-06-20,2070-06-14,164,6,7,4,0,0,0,0,0,300.49,0.91972602739726,0.968219178082192,0.826849315068493,289.796432876712,299.04539869281,"ny"
3,301.323333333333,301.85,300.64,3,2070-07-01,2070-06-29,179,6,3,0,0,0,0,0,0,300.49,0.854794520547945,0.876164383561644,0.831232876712329,289.796432876712,299.04539869281,"ny"
4,301.891666666667,303.06,300.53,6,2070-07-08,2070-07-03,183,7,6,2,0,0,0,0,0,300.49,0.878082191780822,0.924931506849315,0.826027397260274,289.796432876712,299.04539869281,"ny"
5,301.63,302.28,300.98,2,2070-07-11,2070-07-10,190,7,2,0,0,0,0,0,0,300.49,0.867397260273973,0.895342465753425,0.844931506849315,289.796432876712,299.04539869281,"ny"
6,303.1459375,305.54,300.53,32,2070-08-13,2070-07-13,193,7,32,22,1,0,0,0,0,300.49,0.928767123287671,0.984109589041096,0.826027397260274,289.796432876712,299.04539869281,"ny"
7,301.982,302.68,301.53,5,2070-08-25,2070-08-21,232,8,5,1,0,0,0,0,0,300.49,0.880821917808219,0.912328767123288,0.863287671232877,289.796432876712,299.04539869281,"ny"
8,301.02,301.35,300.52,3,2070-09-03,2070-09-01,243,9,3,0,0,0,0,0,0,300.49,0.846575342465753,0.856164383561644,0.824931506849315,289.796432876712,299.04539869281,"ny"
9,300.95,301.34,300.68,3,2070-09-16,2070-09-14,256,9,3,0,0,0,0,0,0,300.49,0.844657534246575,0.855342465753425,0.833150684931507,289.796432876712,299.04539869281,"ny"
10,302.615555555556,304.06,301.23,9,2071-06-25,2071-06-17,167,6,9,4,0,0,0,0,1,300.49,0.90986301369863,0.956986301369863,0.852876712328767,289.796432876712,299.04539869281,"ny"
11,303.46,305.88,301.48,3,2071-06-29,2071-06-27,177,6,3,2,1,0,0,0,0,300.49,0.940547945205479,0.987397260273973,0.861643835616438,289.796432876712,299.04539869281,"ny"
12,302.860588235294,305.26,300.61,17,2071-07-26,2071-07-10,190,7,17,9,0,0,0,0,0,300.49,0.91972602739726,0.978082191780822,0.829315068493151,289.796432876712,299.04539869281,"ny"
13,304.706875,306.58,302.42,16,2071-08-13,2071-07-29,209,7,16,15,5,0,2,0,0,300.49,0.970958904109589,0.994794520547945,0.901369863013699,289.796432876712,299.04539869281,"ny"
14,303.1725,304.55,302.06,8,2071-08-28,2071-08-21,232,8,8,5,0,0,0,0,0,300.49,0.929041095890411,0.967945205479452,0.885205479452055,289.796432876712,299.04539869281,"ny"
15,301.655,302.01,301.3,2,2072-06-24,2072-06-23,174,6,2,0,0,0,0,0,1,300.49,0.867945205479452,0.882739726027397,0.854520547945205,289.796432876712,299.04539869281,"ny"
16,300.886666666667,301.06,300.61,3,2072-06-29,2072-06-27,178,6,3,0,0,0,0,0,0,300.49,0.842739726027397,0.848767123287671,0.829315068493151,289.796432876712,299.04539869281,"ny"
17,302.0275,303.12,300.68,4,2072-07-04,2072-07-01,182,7,4,1,0,0,0,0,0,300.49,0.883013698630137,0.928767123287671,0.833150684931507,289.796432876712,299.04539869281,"ny"
18,302.455,304.82,300.64,14,2072-07-27,2072-07-14,195,7,14,6,0,0,0,0,0,300.49,0.903835616438356,0.973698630136986,0.831232876712329,289.796432876712,299.04539869281,"ny"
19,302.156666666667,302.8,300.94,3,2072-08-02,2072-07-31,212,7,3,2,0,0,0,0,0,300.49,0.889041095890411,0.918630136986301,0.844383561643836,289.796432876712,299.04539869281,"ny"
20,304.584,306.03,302.78,5,2072-08-08,2072-08-04,216,8,5,5,2,0,0,0,0,300.49,0.968219178082192,0.988219178082192,0.916712328767123,289.796432876712,299.04539869281,"ny"
21,302.45125,305.33,300.61,8,2072-08-17,2072-08-10,222,8,8,3,0,0,0,0,0,300.49,0.903835616438356,0.97972602739726,0.829315068493151,289.796432876712,299.04539869281,"ny"
22,302.335,303.64,301.03,8,2072-09-01,2072-08-25,237,8,8,3,0,0,0,0,0,300.49,0.897260273972603,0.944383561643836,0.847123287671233,289.796432876712,299.04539869281,"ny"
23,302.96625,303.71,301.68,8,2073-06-15,2073-06-08,158,6,8,7,0,0,0,0,1,300.49,0.921917808219178,0.948767123287671,0.869041095890411,289.796432876712,299.04539869281,"ny"
24,301.51,302.41,300.85,5,2073-06-30,2073-06-26,176,6,5,0,0,0,0,0,0,300.49,0.862465753424658,0.900821917808219,0.842465753424658,289.796432876712,299.04539869281,"ny"
25,304.003636363636,306.46,301.68,11,2073-07-13,2073-07-03,183,7,11,9,2,0,1,0,0,300.49,0.955890410958904,0.992602739726027,0.869041095890411,289.796432876712,299.04539869281,"ny"
26,303.486,306.84,300.53,20,2073-08-04,2073-07-16,196,7,20,12,6,0,2,1,0,300.49,0.941369863013699,0.996438356164384,0.826027397260274,289.796432876712,299.04539869281,"ny"
27,302.87,304.81,301.14,9,2073-08-16,2073-08-08,219,8,9,5,0,0,0,0,0,300.49,0.92,0.973424657534247,0.85013698630137,289.796432876712,299.04539869281,"ny"
28,301.4975,302.18,300.64,4,2073-09-05,2073-09-02,244,9,4,0,0,0,0,0,0,300.49,0.861643835616438,0.890958904109589,0.831232876712329,289.796432876712,299.04539869281,"ny"
29,300.8875,301.41,300.68,4,2073-09-11,2073-09-08,250,9,4,0,0,0,0,0,0,300.49,0.842739726027397,0.857534246575342,0.833150684931507,289.796432876712,299.04539869281,"ny"
30,301.973333333333,302.4,301.51,3,2074-06-24,2074-06-22,172,6,3,0,0,0,0,0,1,300.49,0.88,0.89972602739726,0.862465753424658,289.796432876712,299.04539869281,"ny"
31,304.131,306.35,301.15,10,2074-07-06,2074-06-27,177,6,10,7,3,0,2,0,0,300.49,0.958082191780822,0.991780821917808,0.850684931506849,289.796432876712,299.04539869281,"ny"
32,301.465,302.11,300.82,2,2074-07-16,2074-07-15,195,7,2,0,0,0,0,0,0,300.49,0.86027397260274,0.888767123287671,0.841095890410959,289.796432876712,299.04539869281,"ny"
33,304.495,306.72,302.02,18,2074-08-04,2074-07-18,198,7,18,16,5,0,2,1,0,300.49,0.967397260273973,0.995890410958904,0.883013698630137,289.796432876712,299.04539869281,"ny"
34,304.252,307.99,301.16,20,2074-08-26,2074-08-07,218,8,20,16,5,0,4,3,0,300.49,0.961643835616438,0.999452054794521,0.850958904109589,289.796432876712,299.04539869281,"ny"
35,302.2,303.88,301.14,4,2074-09-03,2074-08-31,242,8,4,1,0,0,0,0,0,300.49,0.891780821917808,0.953972602739726,0.85013698630137,289.796432876712,299.04539869281,"ny"
36,303.078,305.51,300.9,10,2074-09-15,2074-09-06,248,9,10,6,1,0,0,0,0,300.49,0.925205479452055,0.983835616438356,0.843287671232877,289.796432876712,299.04539869281,"ny"
37,300.81,300.95,300.67,2,2074-09-28,2074-09-27,269,9,2,0,0,0,0,0,0,300.49,0.840547945205479,0.844657534246575,0.831506849315068,289.796432876712,299.04539869281,"ny"
38,301.2775,301.98,300.7,4,2075-06-06,2075-06-03,153,6,4,0,0,0,0,0,1,300.49,0.853150684931507,0.880821917808219,0.834246575342466,289.796432876712,299.04539869281,"ny"
39,302.455,303.12,301.79,2,2075-06-15,2075-06-14,164,6,2,1,0,0,0,0,0,300.49,0.903835616438356,0.928767123287671,0.873972602739726,289.796432876712,299.04539869281,"ny"
40,302.486,304.21,300.57,10,2075-06-27,2075-06-18,168,6,10,3,0,0,0,0,0,300.49,0.904657534246575,0.960547945205479,0.826849315068493,289.796432876712,299.04539869281,"ny"
41,303.383050847458,308.62,300.68,59,2075-08-31,2075-07-04,184,7,59,38,6,1,5,5,0,300.49,0.937260273972603,1,0.833150684931507,289.796432876712,299.04539869281,"ny"
42,301.975,302.96,300.99,2,2075-09-04,2075-09-03,245,9,2,1,0,0,0,0,0,300.49,0.88,0.921917808219178,0.845479452054794,289.796432876712,299.04539869281,"ny"
43,301.903333333333,302.9,300.74,3,2075-09-08,2075-09-06,248,9,3,1,0,0,0,0,0,300.49,0.878082191780822,0.92027397260274,0.837260273972603,289.796432876712,299.04539869281,"ny"
44,302.172857142857,303.56,301.29,7,2075-09-19,2075-09-13,255,9,7,2,0,0,0,0,0,300.49,0.88986301369863,0.942465753424658,0.853698630136986,289.796432876712,299.04539869281,"ny"
45,302.085,302.67,301.5,2,2076-05-25,2076-05-24,144,5,2,1,0,0,0,0,1,300.49,0.886849315068493,0.912054794520548,0.862191780821918,289.796432876712,299.04539869281,"ny"
46,301.9375,302.61,301.02,8,2076-06-22,2076-06-15,166,6,8,1,0,0,0,0,0,300.49,0.879452054794521,0.90986301369863,0.846575342465753,289.796432876712,299.04539869281,"ny"
47,303.972916666667,306.85,300.56,24,2076-07-20,2076-06-27,178,6,24,18,8,0,4,2,0,300.49,0.955068493150685,0.996712328767123,0.826301369863014,289.796432876712,299.04539869281,"ny"
48,302.205,302.63,301.78,2,2076-07-26,2076-07-25,206,7,2,1,0,0,0,0,0,300.49,0.891780821917808,0.910958904109589,0.873150684931507,289.796432876712,299.04539869281,"ny"
49,302.746666666667,304.73,300.53,6,2076-08-04,2076-07-30,211,7,6,3,0,0,0,0,0,300.49,0.914246575342466,0.972054794520548,0.826027397260274,289.796432876712,299.04539869281,"ny"
50,303.218,306.67,300.52,10,2076-08-15,2076-08-06,218,8,10,6,3,0,1,1,0,300.49,0.93013698630137,0.995616438356164,0.824931506849315,289.796432876712,299.04539869281,"ny"
51,303.715,306.04,301.03,4,2076-08-20,2076-08-17,229,8,4,2,1,0,0,0,0,300.49,0.948767123287671,0.988493150684931,0.847123287671233,289.796432876712,299.04539869281,"ny"
52,302.42,303.65,300.84,4,2076-08-29,2076-08-26,238,8,4,2,0,0,0,0,0,300.49,0.900821917808219,0.945479452054795,0.842191780821918,289.796432876712,299.04539869281,"ny"
53,301.739,303.75,300.78,10,2076-09-15,2076-09-06,249,9,10,1,0,0,0,0,0,300.49,0.87013698630137,0.95013698630137,0.838904109589041,289.796432876712,299.04539869281,"ny"
54,302.73,304.02,301.29,4,2077-07-02,2077-06-29,179,6,4,2,0,0,0,0,1,300.49,0.913972602739726,0.956712328767123,0.853698630136986,289.796432876712,299.04539869281,"ny"
55,302.915,303.29,301.92,4,2077-07-12,2077-07-09,189,7,4,3,0,0,0,0,0,300.49,0.920821917808219,0.933972602739726,0.879178082191781,289.796432876712,299.04539869281,"ny"
56,303.5128,308.38,300.71,25,2077-08-08,2077-07-15,195,7,25,15,5,1,3,2,0,300.49,0.941643835616438,0.99972602739726,0.835068493150685,289.796432876712,299.04539869281,"ny"
57,303.058125,306.24,300.51,16,2077-08-26,2077-08-11,222,8,16,8,1,0,1,0,0,300.49,0.924657534246575,0.991232876712329,0.823835616438356,289.796432876712,299.04539869281,"ny"
58,302.395,303.96,300.51,6,2077-09-02,2077-08-28,239,8,6,3,0,0,0,0,0,300.49,0.899178082191781,0.954794520547945,0.823835616438356,289.796432876712,299.04539869281,"ny"
59,301.505,301.53,301.48,2,2078-06-23,2078-06-22,172,6,2,0,0,0,0,0,1,300.49,0.862191780821918,0.863287671232877,0.861643835616438,289.796432876712,299.04539869281,"ny"
60,303.285,303.79,302.78,2,2078-07-02,2078-07-01,181,7,2,2,0,0,0,0,0,300.49,0.932876712328767,0.952328767123288,0.916712328767123,289.796432876712,299.04539869281,"ny"
61,302.06,303.33,300.81,4,2078-07-11,2078-07-08,188,7,4,1,0,0,0,0,0,300.49,0.885205479452055,0.936164383561644,0.840547945205479,289.796432876712,299.04539869281,"ny"
