"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
4,83.102,83.912,82.292,2,2070-07-04,2070-07-05,184,7,2,0,0,0,0,0,0,81.44672,0.871780821917808,0.895342465753425,0.849315068493151,62.0297846575342,78.7958588235294,"phil"
5,85.055,90.464,82.094,14,2070-07-07,2070-07-20,187,7,14,5,1,0,0,0,0,81.44672,0.918356164383562,0.98958904109589,0.843835616438356,62.0297846575342,78.7958588235294,"phil"
6,84.656,86.45,82.562,6,2070-07-22,2070-07-27,202,7,6,2,0,0,0,0,0,81.44672,0.91041095890411,0.946575342465753,0.854794520547945,62.0297846575342,78.7958588235294,"phil"
7,84.9404,90.104,81.464,15,2070-08-01,2070-08-15,212,8,15,5,1,0,0,0,0,81.44672,0.916438356164384,0.987123287671233,0.827397260273973,62.0297846575342,78.7958588235294,"phil"
8,89.438,92.408,82.0579999999999,9,2070-08-18,2070-08-26,229,8,9,8,6,0,5,4,0,81.44672,0.981643835616438,0.997808219178082,0.843561643835616,62.0297846575342,78.7958588235294,"phil"
9,83.108,83.768,82.652,3,2070-09-23,2070-09-25,265,9,3,0,0,0,0,0,0,81.44672,0.872054794520548,0.891780821917808,0.857808219178082,62.0297846575342,78.7958588235294,"phil"
10,83.2897142857143,85.064,81.5719999999999,7,2071-06-07,2071-06-13,157,6,7,2,0,0,0,0,1,81.44672,0.877534246575343,0.918904109589041,0.82958904109589,62.0297846575342,78.7958588235294,"phil"
11,85.847,87.818,83.7319999999999,12,2071-06-20,2071-07-01,170,6,12,7,0,0,0,0,0,81.44672,0.933424657534247,0.970684931506849,0.890684931506849,62.0297846575342,78.7958588235294,"phil"
12,86.2925,89.564,82.148,8,2071-07-04,2071-07-11,184,7,8,5,0,0,0,0,0,81.44672,0.943013698630137,0.983287671232877,0.844931506849315,62.0297846575342,78.7958588235294,"phil"
13,84.182,85.55,81.788,4,2071-07-15,2071-07-18,195,7,4,1,0,0,0,0,0,81.44672,0.90027397260274,0.928493150684932,0.835890410958904,62.0297846575342,78.7958588235294,"phil"
14,88.241,91.7780000000001,84.002,6,2071-07-24,2071-07-29,204,7,6,5,2,0,2,1,0,81.44672,0.975890410958904,0.996712328767123,0.898082191780822,62.0297846575342,78.7958588235294,"phil"
15,87.6176774193548,91.76,83.858,31,2071-08-01,2071-08-31,212,8,31,27,7,0,3,1,0,81.44672,0.967945205479452,0.996438356164384,0.894520547945206,62.0297846575342,78.7958588235294,"phil"
16,82.418,83.354,81.914,3,2071-09-15,2071-09-17,257,9,3,0,0,0,0,0,0,81.44672,0.852602739726027,0.88027397260274,0.839178082191781,62.0297846575342,78.7958588235294,"phil"
17,86.1385,93.974,81.4999999999999,36,2072-06-12,2072-07-17,163,6,36,23,4,0,3,1,1,81.44672,0.94,0.999452054794521,0.828219178082192,62.0297846575342,78.7958588235294,"phil"
18,82.427,83.1200000000001,81.7339999999999,2,2072-07-26,2072-07-27,207,7,2,0,0,0,0,0,0,81.44672,0.852602739726027,0.872328767123288,0.833150684931507,62.0297846575342,78.7958588235294,"phil"
19,86.5421176470588,92.2459999999999,81.698,17,2072-07-31,2072-08-16,212,7,17,10,2,0,2,1,0,81.44672,0.947671232876712,0.997534246575343,0.831506849315068,62.0297846575342,78.7958588235294,"phil"
20,85.39,86.8459999999999,82.238,9,2072-08-21,2072-08-29,233,8,9,7,0,0,0,0,0,81.44672,0.924931506849315,0.954794520547945,0.847671232876712,62.0297846575342,78.7958588235294,"phil"
21,83.732,84.56,82.9039999999999,5,2072-09-08,2072-09-12,251,9,5,0,0,0,0,0,0,81.44672,0.890684931506849,0.909315068493151,0.866849315068493,62.0297846575342,78.7958588235294,"phil"
22,82.364,82.886,81.8419999999999,2,2072-09-25,2072-09-26,268,9,2,0,0,0,0,0,0,81.44672,0.851506849315068,0.865205479452055,0.836986301369863,62.0297846575342,78.7958588235294,"phil"
23,83.364,85.172,81.77,9,2073-06-17,2073-06-25,167,6,9,1,0,0,0,0,1,81.44672,0.88027397260274,0.921643835616438,0.835068493150685,62.0297846575342,78.7958588235294,"phil"
24,86.6704999999999,88.34,83.768,4,2073-06-30,2073-07-03,180,6,4,3,0,0,0,0,0,81.44672,0.94986301369863,0.976712328767123,0.891780821917808,62.0297846575342,78.7958588235294,"phil"
25,84.45875,86.828,81.716,8,2073-07-06,2073-07-13,186,7,8,4,0,0,0,0,0,81.44672,0.906301369863014,0.953972602739726,0.832876712328767,62.0297846575342,78.7958588235294,"phil"
26,87.4021052631579,92.57,81.716,19,2073-07-18,2073-08-05,198,7,19,13,5,0,4,2,0,81.44672,0.963013698630137,0.998082191780822,0.832876712328767,62.0297846575342,78.7958588235294,"phil"
27,84.164,84.956,83.372,2,2073-08-09,2073-08-10,220,8,2,0,0,0,0,0,0,81.44672,0.90027397260274,0.916986301369863,0.881369863013699,62.0297846575342,78.7958588235294,"phil"
28,84.353,86.27,81.968,6,2073-08-16,2073-08-21,227,8,6,3,0,0,0,0,0,81.44672,0.904383561643836,0.943013698630137,0.840547945205479,62.0297846575342,78.7958588235294,"phil"
29,83.4044,83.8039999999999,82.868,5,2073-08-24,2073-08-28,235,8,5,0,0,0,0,0,0,81.44672,0.881643835616438,0.892328767123288,0.864657534246575,62.0297846575342,78.7958588235294,"phil"
30,83.1199999999999,83.3,82.9399999999999,2,2073-09-06,2073-09-07,248,9,2,0,0,0,0,0,0,81.44672,0.872054794520548,0.878630136986301,0.867671232876712,62.0297846575342,78.7958588235294,"phil"
31,84.0056,84.848,82.7780000000001,5,2073-09-17,2073-09-21,259,9,5,0,0,0,0,0,0,81.44672,0.898082191780822,0.913972602739726,0.861643835616438,62.0297846575342,78.7958588235294,"phil"
32,85.37,87.4579999999999,83.714,5,2074-06-27,2074-07-01,177,6,5,2,0,0,0,0,1,81.44672,0.924383561643836,0.964657534246575,0.88986301369863,62.0297846575342,78.7958588235294,"phil"
33,86.0405,91.328,82.0579999999999,12,2074-07-04,2074-07-15,184,7,12,8,2,0,2,0,0,81.44672,0.936986301369863,0.995068493150685,0.843561643835616,62.0297846575342,78.7958588235294,"phil"
34,86.84375,94.316,81.662,16,2074-07-18,2074-08-02,198,7,16,10,3,0,3,2,0,81.44672,0.953972602739726,0.99972602739726,0.830684931506849,62.0297846575342,78.7958588235294,"phil"
35,86.3822352941176,91.166,81.95,17,2074-08-05,2074-08-21,216,8,17,12,2,0,2,0,0,81.44672,0.944657534246575,0.993972602739726,0.84027397260274,62.0297846575342,78.7958588235294,"phil"
