281.7,278.69,278.69,278.87,278.6
275.59,271.8,271.8,273.56,273.16
285.92,280.42,280.42,284.61,281.55
290.1,289.67,289.67,289.77,291.19
276.99,276.88,276.88,276.72,280.62
274.8,272.96,272.96,273.47,273.38
277.12,276.86,276.86,276.47,277.99
281.81,281.39,281.39,281.07,282.9
289.53,287.47,287.47,287.89,287.61
292.67,291.78,291.78,292.02,291.84
291.41,284.26,284.26,287.5,283.38
292.31,290.41,290.41,291.06,289.75
286.93,283.88,283.88,285,284.13
277.35,274.77,274.77,275.02,275.15
277.6,276.69,276.69,276.75,278.06
274.2,272.28,272.28,272.23,274.35
271.1,267.77,267.77,268.89,269.47
277.42,275.94,275.94,276.11,278.35
279.91,278.24,278.24,279.07,279.69
276.19,275.03,275.03,275.02,276.64
276.58,276.13,276.13,275.73,276.42
279.56,279.75,279.75,279.09,281.17
282.28,282.72,282.72,282.09,284.51
286.04,284.26,284.26,285.09,283.84
287.05,286.41,286.41,286.6,286.77
290.02,289.49,289.49,289.71,289.33
279.63,281.51,281.51,280.12,285.66
269.42,267.52,267.52,268.35,268.03
271.6,271.85,271.85,271.02,271.87
276.35,274.93,274.93,275.14,275.21
276.87,273.99,273.99,275.56,276.3
278.35,277.51,277.51,277.28,280.74
280.89,277.98,277.98,278.37,277.85
284.35,283.07,283.07,283.4,284.9
281.93,278.48,278.48,279.64,277.26
275.97,273.76,273.76,274.35,275.32
282.27,282.06,282.06,282.69,285.14
272.22,271.16,271.16,271.42,272.61
273.13,272.09,272.09,271.94,272.64
277.97,276.88,276.88,276.62,278.01
279.54,276.23,276.23,277.02,277.2
269.32,264.98,264.98,266.95,266.35
267.11,260.24,260.24,263.61,259.41
275.37,270.46,270.46,274.63,269.77
279.56,275.11,275.11,277.83,278.58
282.99,280.09,280.09,281.17,278.94
285.76,282.38,282.38,284.24,280.46
286,283.92,283.92,284.37,282.4
286.89,285.16,285.16,285.27,284.05
288.4,287.57,287.57,287.88,286.47
290.73,289.83,289.83,290.03,289.15
290.81,289.72,289.72,290.34,290.35
287.68,288.36,288.36,287.64,289.56
281.17,280.52,280.52,280.36,281.89
279.47,276.26,276.26,276.85,277.44
278.34,276.76,276.76,276.84,277.79
282.48,275.4,275.4,278.42,276.14
274.67,270.32,270.32,270.97,269.61
