"hw.number","mean.var","max.var","min.var","length","end.date","start.date","start.doy","start.month","days.above.abs.thresh.1","days.above.abs.thresh.2","days.above.abs.thresh.3","days.above.abs.thresh.4","days.above.99th","days.above.99.5th","first.in.year","threshold","mean.var.quantile","max.var.quantile","min.var.quantile","mean.yearround.var","mean.seasonal.var","city"
38,300.453571428571,302.15,299.03,14,2076-08-12,2076-07-30,211,7,9,0,0,0,0,0,0,298.7704,0.897260273972603,0.958356164383562,0.833424657534247,290.483498630137,297.220470588235,"ny"
39,301.566666666667,303.71,298.95,6,2076-08-19,2076-08-14,226,8,4,2,0,0,0,0,0,298.7704,0.939178082191781,0.984931506849315,0.827945205479452,290.483498630137,297.220470588235,"ny"
40,299.961428571429,301.93,298.96,14,2076-09-07,2076-08-25,237,8,8,0,0,0,0,0,0,298.7704,0.873698630136986,0.951780821917808,0.828767123287671,290.483498630137,297.220470588235,"ny"
41,299.365,299.93,298.8,2,2076-09-10,2076-09-09,252,9,1,0,0,0,0,0,0,298.7704,0.847671232876712,0.871780821917808,0.820547945205479,290.483498630137,297.220470588235,"ny"
42,300.4625,300.91,299.93,4,2077-06-08,2077-06-05,155,6,4,0,0,0,0,0,1,298.7704,0.898082191780822,0.917534246575342,0.871780821917808,290.483498630137,297.220470588235,"ny"
43,299.795,300.45,299.14,2,2077-06-25,2077-06-24,174,6,1,0,0,0,0,0,0,298.7704,0.864383561643836,0.897260273972603,0.837808219178082,290.483498630137,297.220470588235,"ny"
44,301.9575,304.27,300.15,8,2077-07-12,2077-07-05,185,7,8,3,0,0,1,0,0,298.7704,0.952054794520548,0.99013698630137,0.881917808219178,290.483498630137,297.220470588235,"ny"
45,300.34,300.87,299.81,2,2077-07-17,2077-07-16,196,7,1,0,0,0,0,0,0,298.7704,0.890958904109589,0.916712328767123,0.865479452054794,290.483498630137,297.220470588235,"ny"
46,301.91825,305.67,298.78,40,2077-09-05,2077-07-28,208,7,32,15,2,0,6,2,0,298.7704,0.951232876712329,0.999178082191781,0.819178082191781,290.483498630137,297.220470588235,"ny"
47,299.023333333333,299.24,298.86,3,2077-09-12,2077-09-10,252,9,0,0,0,0,0,0,0,298.7704,0.832602739726027,0.842465753424658,0.823561643835616,290.483498630137,297.220470588235,"ny"
48,301.126875,302.53,299.68,16,2077-09-30,2077-09-15,257,9,14,0,0,0,0,0,0,298.7704,0.925205479452055,0.966575342465753,0.858082191780822,290.483498630137,297.220470588235,"ny"
49,299.5225,300.57,298.85,4,2078-06-22,2078-06-19,169,6,1,0,0,0,0,0,1,298.7704,0.853424657534247,0.902465753424658,0.822465753424658,290.483498630137,297.220470588235,"ny"
50,299.27,299.71,298.98,3,2078-07-01,2078-06-29,179,6,0,0,0,0,0,0,0,298.7704,0.843835616438356,0.86027397260274,0.82958904109589,290.483498630137,297.220470588235,"ny"
51,299.81,300.3,299.1,3,2078-07-05,2078-07-03,183,7,2,0,0,0,0,0,0,298.7704,0.865479452054794,0.889315068493151,0.836164383561644,290.483498630137,297.220470588235,"ny"
52,300.954615384615,303.22,298.78,52,2078-08-28,2078-07-08,188,7,46,3,0,0,0,0,0,298.7704,0.919178082191781,0.977808219178082,0.819178082191781,290.483498630137,297.220470588235,"ny"
53,299.88,300.4,298.92,3,2079-06-12,2079-06-10,160,6,2,0,0,0,0,0,1,298.7704,0.868493150684931,0.894246575342466,0.825753424657534,290.483498630137,297.220470588235,"ny"
54,299.455,299.71,299.2,2,2079-06-18,2079-06-17,167,6,0,0,0,0,0,0,0,298.7704,0.850684931506849,0.86027397260274,0.83972602739726,290.483498630137,297.220470588235,"ny"
55,299.695714285714,300.66,299.15,7,2079-07-06,2079-06-30,180,6,2,0,0,0,0,0,0,298.7704,0.858356164383562,0.906301369863014,0.838082191780822,290.483498630137,297.220470588235,"ny"
56,301.543513513514,303.77,299.74,37,2079-08-18,2079-07-13,193,7,35,8,0,0,0,0,0,298.7704,0.938356164383562,0.986027397260274,0.861369863013699,290.483498630137,297.220470588235,"ny"
57,299.5375,300.13,298.91,8,2079-08-29,2079-08-22,233,8,3,0,0,0,0,0,0,298.7704,0.854520547945205,0.881095890410959,0.825205479452055,290.483498630137,297.220470588235,"ny"
58,300.455,300.87,300.04,2,2079-09-04,2079-09-03,245,9,2,0,0,0,0,0,0,298.7704,0.897260273972603,0.916712328767123,0.877534246575343,290.483498630137,297.220470588235,"ny"
59,301.092222222222,302.29,299.24,9,2079-09-17,2079-09-09,251,9,7,0,0,0,0,0,0,298.7704,0.924109589041096,0.961643835616438,0.842465753424658,290.483498630137,297.220470588235,"ny"
60,298.925,298.95,298.9,2,2079-10-02,2079-10-01,273,10,0,0,0,0,0,0,0,298.7704,0.825753424657534,0.827945205479452,0.824931506849315,290.483498630137,297.220470588235,"ny"
1,300.668,303.14,298.87,10,2070-06-22,2070-06-13,163,6,7,2,0,0,0,0,1,298.7704,0.906301369863014,0.975890410958904,0.823835616438356,290.483498630137,297.220470588235,"nwk"
2,300.632,302.52,298.86,15,2070-07-09,2070-06-25,175,6,12,0,0,0,0,0,0,298.7704,0.904109589041096,0.966301369863014,0.823561643835616,290.483498630137,297.220470588235,"nwk"
3,300.1925,300.8,299.38,4,2070-07-14,2070-07-11,191,7,3,0,0,0,0,0,0,298.7704,0.884657534246575,0.910958904109589,0.848493150684931,290.483498630137,297.220470588235,"nwk"
4,299.73,300.22,299.24,2,2070-07-18,2070-07-17,197,7,1,0,0,0,0,0,0,298.7704,0.860821917808219,0.885205479452055,0.842465753424658,290.483498630137,297.220470588235,"nwk"
5,302.4315625,305.59,299.06,32,2070-08-20,2070-07-20,200,7,30,13,2,0,5,3,0,298.7704,0.964383561643836,0.998904109589041,0.834246575342466,290.483498630137,297.220470588235,"nwk"
6,299.712857142857,300.5,298.98,7,2070-08-30,2070-08-24,235,8,3,0,0,0,0,0,0,298.7704,0.86027397260274,0.89972602739726,0.82958904109589,290.483498630137,297.220470588235,"nwk"
7,299.912,300.91,298.8,5,2070-09-05,2070-09-01,243,9,3,0,0,0,0,0,0,298.7704,0.87013698630137,0.917534246575342,0.820547945205479,290.483498630137,297.220470588235,"nwk"
8,299.4225,299.98,298.86,4,2070-09-14,2070-09-11,253,9,2,0,0,0,0,0,0,298.7704,0.84958904109589,0.874794520547945,0.823561643835616,290.483498630137,297.220470588235,"nwk"
9,299.126666666667,299.51,298.93,3,2071-06-28,2071-06-26,176,6,0,0,0,0,0,0,1,298.7704,0.836986301369863,0.853424657534247,0.826027397260274,290.483498630137,297.220470588235,"nwk"
10,299.554,299.98,299.01,5,2071-07-06,2071-07-02,182,7,1,0,0,0,0,0,0,298.7704,0.855342465753425,0.874794520547945,0.832328767123288,290.483498630137,297.220470588235,"nwk"
11,299.365,299.9,298.83,2,2071-07-11,2071-07-10,190,7,1,0,0,0,0,0,0,298.7704,0.847671232876712,0.86958904109589,0.822191780821918,290.483498630137,297.220470588235,"nwk"
12,301.965,305.55,299.03,18,2071-07-30,2071-07-13,193,7,17,6,1,0,3,2,0,298.7704,0.952054794520548,0.998082191780822,0.833424657534247,290.483498630137,297.220470588235,"nwk"
13,300.182352941176,303.09,298.78,17,2071-08-17,2071-08-01,212,8,10,1,0,0,0,0,0,298.7704,0.883835616438356,0.975068493150685,0.819178082191781,290.483498630137,297.220470588235,"nwk"
14,300.04,301.82,298.79,4,2071-08-22,2071-08-19,230,8,2,0,0,0,0,0,0,298.7704,0.877534246575343,0.948493150684931,0.81972602739726,290.483498630137,297.220470588235,"nwk"
15,299.375,299.94,298.81,2,2071-08-25,2071-08-24,235,8,1,0,0,0,0,0,0,298.7704,0.847945205479452,0.873150684931507,0.821095890410959,290.483498630137,297.220470588235,"nwk"
16,301.245555555556,303.11,298.99,18,2071-09-14,2071-08-28,239,8,16,2,0,0,0,0,0,298.7704,0.929315068493151,0.975342465753425,0.83041095890411,290.483498630137,297.220470588235,"nwk"
